Sounder, Date (dd/MM/YYYY), Time (hh:mm:ss), Latitude (DD;MM;SS.sss H), Longitude  (DD;MM;SS.sss H),depth, Range (m),time,lat,lon,,
EA600-18kHz,11/28/22,2:47:38 PM,33;06;40.940 S,34;51;48.507 E,1226.72,1216.89,11/28/22 2:47:38 PM,-33.11137222,34.86347417,,
EA600-18kHz,11/28/22,2:47:44 PM,33;06;41.368 S,34;51;46.415 E,1227.54,1217.23,11/28/22 2:47:44 PM,-33.11149111,34.86289306,,
EA600-18kHz,11/28/22,2:47:51 PM,33;06;41.775 S,34;51;44.317 E,1228.3,1218.03,11/28/22 2:47:51 PM,-33.11160417,34.86231028,,
EA600-18kHz,11/28/22,2:47:58 PM,33;06;42.190 S,34;51;42.195 E,1228.89,1218.43,11/28/22 2:47:58 PM,-33.11171944,34.86172083,,
EA600-18kHz,11/28/22,2:48:04 PM,33;06;42.590 S,34;51;40.066 E,1229.58,1219.23,11/28/22 2:48:04 PM,-33.11183056,34.86112944,,
EA600-18kHz,11/28/22,2:48:11 PM,33;06;42.985 S,34;51;37.961 E,1229.3,1219.04,11/28/22 2:48:11 PM,-33.11194028,34.86054472,,
EA600-18kHz,11/28/22,2:48:18 PM,33;06;43.403 S,34;51;35.865 E,1229.24,1218.91,11/28/22 2:48:18 PM,-33.11205639,34.8599625,,
EA600-18kHz,11/28/22,2:48:24 PM,33;06;43.826 S,34;51;33.759 E,1230.61,1220.11,11/28/22 2:48:24 PM,-33.11217389,34.8593775,,
EA600-18kHz,11/28/22,2:48:31 PM,33;06;44.228 S,34;51;31.636 E,1229.1,1219.43,11/28/22 2:48:31 PM,-33.11228556,34.85878778,,
EA600-18kHz,11/28/22,2:48:38 PM,33;06;44.675 S,34;51;29.545 E,1230.23,1219.99,11/28/22 2:48:38 PM,-33.11240972,34.85820694,,
EA600-18kHz,11/28/22,2:48:44 PM,33;06;45.100 S,34;51;27.446 E,1231.78,1221.23,11/28/22 2:48:44 PM,-33.11252778,34.85762389,,
EA600-18kHz,11/28/22,2:48:51 PM,33;06;45.540 S,34;51;25.337 E,1232.81,1222.36,11/28/22 2:48:51 PM,-33.11265,34.85703806,,
EA600-18kHz,11/28/22,2:48:58 PM,33;06;46.000 S,34;51;23.251 E,1234.95,1224.2,11/28/22 2:48:58 PM,-33.11277778,34.85645861,,
EA600-18kHz,11/28/22,2:49:05 PM,33;06;46.438 S,34;51;21.151 E,1233.66,1223.51,11/28/22 2:49:05 PM,-33.11289944,34.85587528,,
EA600-18kHz,11/28/22,2:49:11 PM,33;06;46.894 S,34;51;19.039 E,1234.34,1224.18,11/28/22 2:49:11 PM,-33.11302611,34.85528861,,
EA600-18kHz,11/28/22,2:49:18 PM,33;06;47.337 S,34;51;16.936 E,1229.93,1219.64,11/28/22 2:49:18 PM,-33.11314917,34.85470444,,
EA600-18kHz,11/28/22,2:49:25 PM,33;06;47.792 S,34;51;14.843 E,1230.71,1220.31,11/28/22 2:49:25 PM,-33.11327556,34.85412306,,
EA600-18kHz,11/28/22,2:49:31 PM,33;06;48.215 S,34;51;12.731 E,1229.16,1219.07,11/28/22 2:49:31 PM,-33.11339306,34.85353639,,
EA600-18kHz,11/28/22,2:49:38 PM,33;06;48.658 S,34;51;10.635 E,1229.43,1219.05,11/28/22 2:49:38 PM,-33.11351611,34.85295417,,
EA600-18kHz,11/28/22,2:49:45 PM,33;06;49.114 S,34;51;08.528 E,1229.69,1219.01,11/28/22 2:49:45 PM,-33.11364278,34.85236889,,
EA600-18kHz,11/28/22,2:49:51 PM,33;06;49.525 S,34;51;06.398 E,1230.58,1220.29,11/28/22 2:49:51 PM,-33.11375694,34.85177722,,
EA600-18kHz,11/28/22,2:49:58 PM,33;06;49.952 S,34;51;04.285 E,1230.49,1220.24,11/28/22 2:49:58 PM,-33.11387556,34.85119028,,
EA600-18kHz,11/28/22,2:50:05 PM,33;06;50.373 S,34;51;02.188 E,1229.22,1219.2,11/28/22 2:50:05 PM,-33.1139925,34.85060778,,
EA600-18kHz,11/28/22,2:50:11 PM,33;06;50.799 S,34;51;00.091 E,1230.01,1219.69,11/28/22 2:50:11 PM,-33.11411083,34.85002528,,
EA600-18kHz,11/28/22,2:50:18 PM,33;06;51.261 S,34;50;58.000 E,1229.4,1218.98,11/28/22 2:50:18 PM,-33.11423917,34.84944444,,
EA600-18kHz,11/28/22,2:50:25 PM,33;06;51.682 S,34;50;55.890 E,1229.01,1218.67,11/28/22 2:50:25 PM,-33.11435611,34.84885833,,
EA600-18kHz,11/28/22,2:50:32 PM,33;06;52.150 S,34;50;53.818 E,1229.96,1218.91,11/28/22 2:50:32 PM,-33.11448611,34.84828278,,
EA600-18kHz,11/28/22,2:50:38 PM,33;06;52.601 S,34;50;51.731 E,1228.98,1218.31,11/28/22 2:50:38 PM,-33.11461139,34.84770306,,
EA600-18kHz,11/28/22,2:50:45 PM,33;06;53.040 S,34;50;49.627 E,1227.99,1217.57,11/28/22 2:50:45 PM,-33.11473333,34.84711861,,
EA600-18kHz,11/28/22,2:50:52 PM,33;06;53.472 S,34;50;47.537 E,1226.66,1216.07,11/28/22 2:50:52 PM,-33.11485333,34.84653806,,
EA600-18kHz,11/28/22,2:50:58 PM,33;06;53.927 S,34;50;45.434 E,1227.18,1216.69,11/28/22 2:50:58 PM,-33.11497972,34.84595389,,
EA600-18kHz,11/28/22,2:51:05 PM,33;06;54.377 S,34;50;43.320 E,1225.41,1215.23,11/28/22 2:51:05 PM,-33.11510472,34.84536667,,
EA600-18kHz,11/28/22,2:51:12 PM,33;06;54.796 S,34;50;41.243 E,1223.24,1213.26,11/28/22 2:51:12 PM,-33.11522111,34.84478972,,
EA600-18kHz,11/28/22,2:51:18 PM,33;06;55.255 S,34;50;39.167 E,1222.84,1212.49,11/28/22 2:51:18 PM,-33.11534861,34.84421306,,
EA600-18kHz,11/28/22,2:51:25 PM,33;06;55.691 S,34;50;37.060 E,1223.24,1212.76,11/28/22 2:51:25 PM,-33.11546972,34.84362778,,
EA600-18kHz,11/28/22,2:51:32 PM,33;06;56.117 S,34;50;34.962 E,1221.41,1211.12,11/28/22 2:51:32 PM,-33.11558806,34.843045,,
EA600-18kHz,11/28/22,2:51:38 PM,33;06;56.566 S,34;50;32.864 E,1222.38,1212.25,11/28/22 2:51:38 PM,-33.11571278,34.84246222,,
EA600-18kHz,11/28/22,2:51:45 PM,33;06;57.018 S,34;50;30.770 E,1223.75,1213.49,11/28/22 2:51:45 PM,-33.11583833,34.84188056,,
EA600-18kHz,11/28/22,2:51:52 PM,33;06;57.482 S,34;50;28.681 E,1225.25,1214.47,11/28/22 2:51:52 PM,-33.11596722,34.84130028,,
EA600-18kHz,11/28/22,2:51:58 PM,33;06;57.952 S,34;50;26.600 E,1226.57,1215.58,11/28/22 2:51:58 PM,-33.11609778,34.84072222,,
EA600-18kHz,11/28/22,2:52:05 PM,33;06;58.350 S,34;50;24.480 E,1224.67,1214.89,11/28/22 2:52:05 PM,-33.11620833,34.84013333,,
EA600-18kHz,11/28/22,2:52:12 PM,33;06;58.824 S,34;50;22.389 E,1225.88,1215.21,11/28/22 2:52:12 PM,-33.11634,34.8395525,,
EA600-18kHz,11/28/22,2:52:18 PM,33;06;59.278 S,34;50;20.317 E,1226.12,1215.27,11/28/22 2:52:18 PM,-33.11646611,34.83897694,,
EA600-18kHz,11/28/22,2:52:25 PM,33;06;59.676 S,34;50;18.221 E,1224.22,1214.21,11/28/22 2:52:25 PM,-33.11657667,34.83839472,,
EA600-18kHz,11/28/22,2:52:32 PM,33;07;00.144 S,34;50;16.116 E,1221.3,1211,11/28/22 2:52:32 PM,-33.11670667,34.83781,,
EA600-18kHz,11/28/22,2:52:39 PM,33;07;00.567 S,34;50;14.004 E,1220.51,1210.37,11/28/22 2:52:39 PM,-33.11682417,34.83722333,,
EA600-18kHz,11/28/22,2:52:45 PM,33;07;00.993 S,34;50;11.906 E,1219.81,1209.75,11/28/22 2:52:45 PM,-33.1169425,34.83664056,,
EA600-18kHz,11/28/22,2:52:52 PM,33;07;01.433 S,34;50;09.803 E,1220.71,1210.34,11/28/22 2:52:52 PM,-33.11706472,34.83605639,,
EA600-18kHz,11/28/22,2:52:59 PM,33;07;01.850 S,34;50;07.685 E,1222.71,1212.69,11/28/22 2:52:59 PM,-33.11718056,34.83546806,,
EA600-18kHz,11/28/22,2:53:05 PM,33;07;02.274 S,34;50;05.587 E,1223.74,1213.45,11/28/22 2:53:05 PM,-33.11729833,34.83488528,,
EA600-18kHz,11/28/22,2:53:12 PM,33;07;02.708 S,34;50;03.476 E,1226.19,1215.43,11/28/22 2:53:12 PM,-33.11741889,34.83429889,,
EA600-18kHz,11/28/22,2:53:19 PM,33;07;03.141 S,34;50;01.354 E,1227.44,1216.99,11/28/22 2:53:19 PM,-33.11753917,34.83370944,,
EA600-18kHz,11/28/22,2:53:25 PM,33;07;03.573 S,34;49;59.251 E,1225.79,1215.66,11/28/22 2:53:25 PM,-33.11765917,34.83312528,,
EA600-18kHz,11/28/22,2:53:32 PM,33;07;04.018 S,34;49;57.147 E,1226.91,1216.43,11/28/22 2:53:32 PM,-33.11778278,34.83254083,,
EA600-18kHz,11/28/22,2:53:39 PM,33;07;04.453 S,34;49;55.028 E,1228.3,1217.88,11/28/22 2:53:39 PM,-33.11790361,34.83195222,,
EA600-18kHz,11/28/22,2:53:45 PM,33;07;04.917 S,34;49;52.955 E,1229.77,1219.54,11/28/22 2:53:45 PM,-33.1180325,34.83137639,,
EA600-18kHz,11/28/22,2:53:52 PM,33;07;05.359 S,34;49;50.869 E,1227.75,1217.94,11/28/22 2:53:52 PM,-33.11815528,34.83079694,,
EA600-18kHz,11/28/22,2:53:59 PM,33;07;05.828 S,34;49;48.766 E,1228.64,1218.29,11/28/22 2:53:59 PM,-33.11828556,34.83021278,,
EA600-18kHz,11/28/22,2:54:19 PM,33;07;07.241 S,34;49;42.423 E,1226.88,1216.9,11/28/22 2:54:19 PM,-33.11867806,34.82845083,,
EA600-18kHz,11/28/22,2:54:26 PM,33;07;07.708 S,34;49;40.300 E,1228.84,1218.19,11/28/22 2:54:26 PM,-33.11880778,34.82786111,,
EA600-18kHz,11/28/22,2:54:32 PM,33;07;08.132 S,34;49;38.177 E,1226.29,1216.26,11/28/22 2:54:32 PM,-33.11892556,34.82727139,,
EA600-18kHz,11/28/22,2:54:39 PM,33;07;08.589 S,34;49;36.062 E,1226.91,1216.95,11/28/22 2:54:39 PM,-33.1190525,34.82668389,,
EA600-18kHz,11/28/22,2:54:46 PM,33;07;09.014 S,34;49;33.941 E,1228.85,1218.89,11/28/22 2:54:46 PM,-33.11917056,34.82609472,,
EA600-18kHz,11/28/22,2:54:52 PM,33;07;09.458 S,34;49;31.831 E,1229.65,1219.74,11/28/22 2:54:52 PM,-33.11929389,34.82550861,,
EA600-18kHz,11/28/22,2:54:59 PM,33;07;09.915 S,34;49;29.722 E,1226.68,1216.28,11/28/22 2:54:59 PM,-33.11942083,34.82492278,,
EA600-18kHz,11/28/22,2:55:06 PM,33;07;10.349 S,34;49;27.600 E,1226.39,1216.18,11/28/22 2:55:06 PM,-33.11954139,34.82433333,,
EA600-18kHz,11/28/22,2:55:12 PM,33;07;10.786 S,34;49;25.474 E,1227.85,1217.43,11/28/22 2:55:12 PM,-33.11966278,34.82374278,,
EA600-18kHz,11/28/22,2:55:19 PM,33;07;11.187 S,34;49;23.338 E,1224.78,1215.12,11/28/22 2:55:19 PM,-33.11977417,34.82314944,,
EA600-18kHz,11/28/22,2:55:26 PM,33;07;11.632 S,34;49;21.205 E,1224.35,1214.5,11/28/22 2:55:26 PM,-33.11989778,34.82255694,,
EA600-18kHz,11/28/22,2:55:32 PM,33;07;12.085 S,34;49;19.081 E,1223.86,1213.06,11/28/22 2:55:32 PM,-33.12002361,34.82196694,,
EA600-18kHz,11/28/22,2:55:39 PM,33;07;12.521 S,34;49;16.964 E,1227.12,1216.48,11/28/22 2:55:39 PM,-33.12014472,34.82137889,,
EA600-18kHz,11/28/22,2:55:46 PM,33;07;12.970 S,34;49;14.838 E,1227.42,1217.32,11/28/22 2:55:46 PM,-33.12026944,34.82078833,,
EA600-18kHz,11/28/22,2:55:52 PM,33;07;13.419 S,34;49;12.720 E,1230.77,1220.62,11/28/22 2:55:52 PM,-33.12039417,34.8202,,
EA600-18kHz,11/28/22,2:55:59 PM,33;07;13.879 S,34;49;10.585 E,1229.3,1218.71,11/28/22 2:55:59 PM,-33.12052194,34.81960694,,
EA600-18kHz,11/28/22,2:56:06 PM,33;07;14.342 S,34;49;08.439 E,1228.16,1217.84,11/28/22 2:56:06 PM,-33.12065056,34.81901083,,
EA600-18kHz,11/28/22,2:56:13 PM,33;07;14.804 S,34;49;06.301 E,1222.3,1212.39,11/28/22 2:56:13 PM,-33.12077889,34.81841694,,
EA600-18kHz,11/28/22,2:56:19 PM,33;07;15.254 S,34;49;04.167 E,1221.74,1211.43,11/28/22 2:56:19 PM,-33.12090389,34.81782417,,
EA600-18kHz,11/28/22,2:56:26 PM,33;07;15.705 S,34;49;02.028 E,1223.31,1212.94,11/28/22 2:56:26 PM,-33.12102917,34.81723,,
EA600-18kHz,11/28/22,2:56:33 PM,33;07;16.186 S,34;48;59.893 E,1221.78,1211.65,11/28/22 2:56:33 PM,-33.12116278,34.81663694,,
EA600-18kHz,11/28/22,2:56:39 PM,33;07;16.651 S,34;48;57.755 E,1219.09,1209.19,11/28/22 2:56:39 PM,-33.12129194,34.81604306,,
EA600-18kHz,11/28/22,2:57:46 PM,33;07;21.151 S,34;48;36.585 E,1221.51,1211.2,11/28/22 2:57:46 PM,-33.12254194,34.8101625,,
EA600-18kHz,11/28/22,2:57:53 PM,33;07;21.587 S,34;48;34.485 E,1222.01,1212.2,11/28/22 2:57:53 PM,-33.12266306,34.80957917,,
EA600-18kHz,11/28/22,2:58:06 PM,33;07;22.571 S,34;48;30.288 E,1222.63,1211.85,11/28/22 2:58:06 PM,-33.12293639,34.80841333,,
EA600-18kHz,11/28/22,2:58:20 PM,33;07;23.536 S,34;48;26.079 E,1225.25,1215.05,11/28/22 2:58:20 PM,-33.12320444,34.80724417,,
EA600-18kHz,11/28/22,2:58:26 PM,33;07;24.038 S,34;48;23.971 E,1227.18,1216.33,11/28/22 2:58:26 PM,-33.12334389,34.80665861,,
EA600-18kHz,11/28/22,2:58:33 PM,33;07;24.526 S,34;48;21.867 E,1228.06,1217.4,11/28/22 2:58:33 PM,-33.12347944,34.80607417,,
EA600-18kHz,11/28/22,2:58:40 PM,33;07;24.990 S,34;48;19.755 E,1225.2,1214.79,11/28/22 2:58:40 PM,-33.12360833,34.8054875,,
EA600-18kHz,11/28/22,2:58:46 PM,33;07;25.452 S,34;48;17.651 E,1224.76,1214.66,11/28/22 2:58:46 PM,-33.12373667,34.80490306,,
EA600-18kHz,11/28/22,2:58:53 PM,33;07;25.914 S,34;48;15.547 E,1226.32,1216.12,11/28/22 2:58:53 PM,-33.123865,34.80431861,,
EA600-18kHz,11/28/22,2:59:00 PM,33;07;26.396 S,34;48;13.451 E,1228.03,1217.55,11/28/22 2:59:00 PM,-33.12399889,34.80373639,,
EA600-18kHz,11/28/22,2:59:06 PM,33;07;26.850 S,34;48;11.336 E,1230.74,1220.35,11/28/22 2:59:06 PM,-33.124125,34.80314889,,
EA600-18kHz,11/28/22,2:59:13 PM,33;07;27.314 S,34;48;09.218 E,1231.04,1220.88,11/28/22 2:59:13 PM,-33.12425389,34.80256056,,
EA600-18kHz,11/28/22,2:59:20 PM,33;07;27.778 S,34;48;07.104 E,1231.51,1220.86,11/28/22 2:59:20 PM,-33.12438278,34.80197333,,
EA600-18kHz,11/28/22,2:59:26 PM,33;07;28.228 S,34;48;04.990 E,1230.5,1220.3,11/28/22 2:59:26 PM,-33.12450778,34.80138611,,
EA600-18kHz,11/28/22,2:59:33 PM,33;07;28.653 S,34;48;02.842 E,1230.73,1220.94,11/28/22 2:59:33 PM,-33.12462583,34.80078944,,
EA600-18kHz,11/28/22,2:59:47 PM,33;07;29.566 S,34;47;58.603 E,1234.95,1224.25,11/28/22 2:59:47 PM,-33.12487944,34.79961194,,
EA600-18kHz,11/28/22,2:59:53 PM,33;07;29.999 S,34;47;56.471 E,1234.38,1224.32,11/28/22 2:59:53 PM,-33.12499972,34.79901972,,
EA600-18kHz,11/28/22,3:00:00 PM,33;07;30.455 S,34;47;54.349 E,1233.61,1223.18,11/28/22 3:00:00 PM,-33.12512639,34.79843028,,
EA600-18kHz,11/28/22,3:00:07 PM,33;07;30.898 S,34;47;52.233 E,1232.52,1222.15,11/28/22 3:00:07 PM,-33.12524944,34.7978425,,
EA600-18kHz,11/28/22,3:00:13 PM,33;07;31.362 S,34;47;50.120 E,1230.36,1219.94,11/28/22 3:00:13 PM,-33.12537833,34.79725556,,
EA600-18kHz,11/28/22,3:00:20 PM,33;07;31.809 S,34;47;47.993 E,1231.81,1221.73,11/28/22 3:00:20 PM,-33.1255025,34.79666472,,
EA600-18kHz,11/28/22,3:00:27 PM,33;07;32.278 S,34;47;45.871 E,1230.22,1220.07,11/28/22 3:00:27 PM,-33.12563278,34.79607528,,
EA600-18kHz,11/28/22,3:00:33 PM,33;07;32.749 S,34;47;43.746 E,1234.57,1224.05,11/28/22 3:00:33 PM,-33.12576361,34.795485,,
EA600-18kHz,11/28/22,3:00:40 PM,33;07;33.215 S,34;47;41.638 E,1232.23,1222.01,11/28/22 3:00:40 PM,-33.12589306,34.79489944,,
EA600-18kHz,11/28/22,3:00:47 PM,33;07;33.684 S,34;47;39.509 E,1232.92,1222.75,11/28/22 3:00:47 PM,-33.12602333,34.79430806,,
EA600-18kHz,11/28/22,3:00:53 PM,33;07;34.143 S,34;47;37.391 E,1233.95,1223.91,11/28/22 3:00:53 PM,-33.12615083,34.79371972,,
EA600-18kHz,11/28/22,3:01:00 PM,33;07;34.613 S,34;47;35.276 E,1235.39,1225.46,11/28/22 3:01:00 PM,-33.12628139,34.79313222,,
EA600-18kHz,11/28/22,3:01:07 PM,33;07;35.112 S,34;47;33.142 E,1236.57,1226.03,11/28/22 3:01:07 PM,-33.12642,34.79253944,,
EA600-18kHz,11/28/22,3:01:13 PM,33;07;35.579 S,34;47;30.992 E,1237.41,1226.9,11/28/22 3:01:13 PM,-33.12654972,34.79194222,,
EA600-18kHz,11/28/22,3:01:20 PM,33;07;36.032 S,34;47;28.844 E,1234.36,1224.45,11/28/22 3:01:20 PM,-33.12667556,34.79134556,,
EA600-18kHz,11/28/22,3:01:27 PM,33;07;36.511 S,34;47;26.713 E,1235.21,1225.02,11/28/22 3:01:27 PM,-33.12680861,34.79075361,,
EA600-18kHz,11/28/22,3:01:54 PM,33;07;38.330 S,34;47;18.205 E,1236.73,1225.95,11/28/22 3:01:54 PM,-33.12731389,34.78839028,,
EA600-18kHz,11/28/22,3:02:14 PM,33;07;39.710 S,34;47;11.793 E,1236.92,1226.63,11/28/22 3:02:14 PM,-33.12769722,34.78660917,,
EA600-18kHz,11/28/22,3:02:20 PM,33;07;40.186 S,34;47;09.655 E,1237.36,1227.07,11/28/22 3:02:20 PM,-33.12782944,34.78601528,,
EA600-18kHz,11/28/22,3:02:27 PM,33;07;40.633 S,34;47;07.545 E,1236,1226.01,11/28/22 3:02:27 PM,-33.12795361,34.78542917,,
EA600-18kHz,11/28/22,3:02:34 PM,33;07;41.130 S,34;47;05.439 E,1238.3,1227.58,11/28/22 3:02:34 PM,-33.12809167,34.78484417,,
EA600-18kHz,11/28/22,3:02:54 PM,33;07;42.520 S,34;46;59.069 E,1237.19,1226.89,11/28/22 3:02:54 PM,-33.12847778,34.78307472,,
EA600-18kHz,11/28/22,3:03:00 PM,33;07;42.991 S,34;46;56.957 E,1238,1227.39,11/28/22 3:03:00 PM,-33.12860861,34.78248806,,
EA600-18kHz,11/28/22,3:03:07 PM,33;07;43.460 S,34;46;54.856 E,1239.2,1228.68,11/28/22 3:03:07 PM,-33.12873889,34.78190444,,
EA600-18kHz,11/28/22,3:03:14 PM,33;07;43.926 S,34;46;52.724 E,1238.75,1228.4,11/28/22 3:03:14 PM,-33.12886833,34.78131222,,
EA600-18kHz,11/28/22,3:03:21 PM,33;07;44.380 S,34;46;50.576 E,1238.69,1228.56,11/28/22 3:03:21 PM,-33.12899444,34.78071556,,
EA600-18kHz,11/28/22,3:03:27 PM,33;07;44.862 S,34;46;48.446 E,1238.08,1227.78,11/28/22 3:03:27 PM,-33.12912833,34.78012389,,
EA600-18kHz,11/28/22,3:03:34 PM,33;07;45.314 S,34;46;46.311 E,1238.42,1228.43,11/28/22 3:03:34 PM,-33.12925389,34.77953083,,
EA600-18kHz,11/28/22,3:03:41 PM,33;07;45.763 S,34;46;44.178 E,1239.26,1229.26,11/28/22 3:03:41 PM,-33.12937861,34.77893833,,
EA600-18kHz,11/28/22,3:03:47 PM,33;07;46.210 S,34;46;42.041 E,1239.73,1229.39,11/28/22 3:03:47 PM,-33.12950278,34.77834472,,
EA600-18kHz,11/28/22,3:03:54 PM,33;07;46.662 S,34;46;39.913 E,1240.86,1230.06,11/28/22 3:03:54 PM,-33.12962833,34.77775361,,
EA600-18kHz,11/28/22,3:04:01 PM,33;07;47.094 S,34;46;37.772 E,1241.13,1230.87,11/28/22 3:04:01 PM,-33.12974833,34.77715889,,
EA600-18kHz,11/28/22,3:04:07 PM,33;07;47.511 S,34;46;35.607 E,1240.23,1230.22,11/28/22 3:04:07 PM,-33.12986417,34.7765575,,
EA600-18kHz,11/28/22,3:04:14 PM,33;07;47.948 S,34;46;33.468 E,1240.9,1230.52,11/28/22 3:04:14 PM,-33.12998556,34.77596333,,
EA600-18kHz,11/28/22,3:04:21 PM,33;07;48.388 S,34;46;31.317 E,1241.3,1230.93,11/28/22 3:04:21 PM,-33.13010778,34.77536583,,
EA600-18kHz,11/28/22,3:04:41 PM,33;07;49.686 S,34;46;24.839 E,1240.13,1230.16,11/28/22 3:04:41 PM,-33.13046833,34.77356639,,
EA600-18kHz,11/28/22,3:04:47 PM,33;07;50.104 S,34;46;22.659 E,1239.86,1229.7,11/28/22 3:04:47 PM,-33.13058444,34.77296083,,
EA600-18kHz,11/28/22,3:04:54 PM,33;07;50.543 S,34;46;20.479 E,1240.8,1230.03,11/28/22 3:04:54 PM,-33.13070639,34.77235528,,
EA600-18kHz,11/28/22,3:05:01 PM,33;07;50.984 S,34;46;18.306 E,1241.26,1230.62,11/28/22 3:05:01 PM,-33.13082889,34.77175167,,
EA600-18kHz,11/28/22,3:05:08 PM,33;07;51.403 S,34;46;16.131 E,1239.39,1229.5,11/28/22 3:05:08 PM,-33.13094528,34.7711475,,
EA600-18kHz,11/28/22,3:05:14 PM,33;07;51.816 S,34;46;13.961 E,1237.95,1228.18,11/28/22 3:05:14 PM,-33.13106,34.77054472,,
EA600-18kHz,11/28/22,3:05:21 PM,33;07;52.313 S,34;46;11.827 E,1240.99,1229.82,11/28/22 3:05:21 PM,-33.13119806,34.76995194,,
EA600-18kHz,11/28/22,3:05:28 PM,33;07;52.769 S,34;46;09.681 E,1240.25,1229.69,11/28/22 3:05:28 PM,-33.13132472,34.76935583,,
EA600-18kHz,11/28/22,3:05:34 PM,33;07;53.237 S,34;46;07.528 E,1242.86,1232.92,11/28/22 3:05:34 PM,-33.13145472,34.76875778,,
EA600-18kHz,11/28/22,3:05:41 PM,33;07;53.744 S,34;46;05.369 E,1241.74,1231.56,11/28/22 3:05:41 PM,-33.13159556,34.76815806,,
EA600-18kHz,11/28/22,3:05:48 PM,33;07;54.238 S,34;46;03.209 E,1241.49,1231.42,11/28/22 3:05:48 PM,-33.13173278,34.76755806,,
EA600-18kHz,11/28/22,3:05:54 PM,33;07;54.716 S,34;46;01.057 E,1242.03,1231.38,11/28/22 3:05:54 PM,-33.13186556,34.76696028,,
EA600-18kHz,11/28/22,3:06:01 PM,33;07;55.175 S,34;45;58.898 E,1241.25,1231.24,11/28/22 3:06:01 PM,-33.13199306,34.76636056,,
EA600-18kHz,11/28/22,3:06:08 PM,33;07;55.646 S,34;45;56.732 E,1241.1,1230.8,11/28/22 3:06:08 PM,-33.13212389,34.76575889,,
EA600-18kHz,11/28/22,3:06:14 PM,33;07;56.110 S,34;45;54.564 E,1241.19,1230.58,11/28/22 3:06:14 PM,-33.13225278,34.76515667,,
EA600-18kHz,11/28/22,3:06:21 PM,33;07;56.536 S,34;45;52.376 E,1240.3,1230.05,11/28/22 3:06:21 PM,-33.13237111,34.76454889,,
EA600-18kHz,11/28/22,3:06:28 PM,33;07;56.986 S,34;45;50.226 E,1241.88,1231.58,11/28/22 3:06:28 PM,-33.13249611,34.76395167,,
EA600-18kHz,11/28/22,3:06:34 PM,33;07;57.425 S,34;45;48.065 E,1240.24,1230.24,11/28/22 3:06:34 PM,-33.13261806,34.76335139,,
EA600-18kHz,11/28/22,3:06:41 PM,33;07;57.871 S,34;45;45.890 E,1241.08,1230.61,11/28/22 3:06:41 PM,-33.13274194,34.76274722,,
EA600-18kHz,11/28/22,3:06:48 PM,33;07;58.317 S,34;45;43.725 E,1241.7,1231.58,11/28/22 3:06:48 PM,-33.13286583,34.76214583,,
EA600-18kHz,11/28/22,3:06:55 PM,33;07;58.757 S,34;45;41.537 E,1240.61,1230.55,11/28/22 3:06:55 PM,-33.13298806,34.76153806,,
EA600-18kHz,11/28/22,3:07:01 PM,33;07;59.214 S,34;45;39.354 E,1242.71,1232.06,11/28/22 3:07:01 PM,-33.133115,34.76093167,,
EA600-18kHz,11/28/22,3:07:08 PM,33;07;59.651 S,34;45;37.197 E,1243.22,1232.99,11/28/22 3:07:08 PM,-33.13323639,34.7603325,,
EA600-18kHz,11/28/22,3:07:21 PM,33;08;00.541 S,34;45;32.874 E,1242.2,1232.57,11/28/22 3:07:21 PM,-33.13348361,34.75913167,,
EA600-18kHz,11/28/22,3:07:28 PM,33;08;01.008 S,34;45;30.722 E,1243.27,1233.12,11/28/22 3:07:28 PM,-33.13361333,34.75853389,,
EA600-18kHz,11/28/22,3:07:35 PM,33;08;01.441 S,34;45;28.559 E,1243.63,1233.43,11/28/22 3:07:35 PM,-33.13373361,34.75793306,,
EA600-18kHz,11/28/22,3:07:41 PM,33;08;01.884 S,34;45;26.398 E,1244,1233.98,11/28/22 3:07:41 PM,-33.13385667,34.75733278,,
EA600-18kHz,11/28/22,3:07:48 PM,33;08;02.364 S,34;45;24.253 E,1245.01,1234.86,11/28/22 3:07:48 PM,-33.13399,34.75673694,,
EA600-18kHz,11/28/22,3:07:55 PM,33;08;02.798 S,34;45;22.089 E,1245.4,1235.25,11/28/22 3:07:55 PM,-33.13411056,34.75613583,,
EA600-18kHz,11/28/22,3:08:01 PM,33;08;03.243 S,34;45;19.921 E,1247.43,1236.98,11/28/22 3:08:01 PM,-33.13423417,34.75553361,,
EA600-18kHz,11/28/22,3:08:08 PM,33;08;03.689 S,34;45;17.756 E,1247.44,1237.39,11/28/22 3:08:08 PM,-33.13435806,34.75493222,,
EA600-18kHz,11/28/22,3:08:15 PM,33;08;04.101 S,34;45;15.576 E,1247.75,1237.85,11/28/22 3:08:15 PM,-33.1344725,34.75432667,,
EA600-18kHz,11/28/22,3:08:21 PM,33;08;04.532 S,34;45;13.422 E,1247.76,1237.9,11/28/22 3:08:21 PM,-33.13459222,34.75372833,,
EA600-18kHz,11/28/22,3:08:28 PM,33;08;04.930 S,34;45;11.266 E,1243.09,1233.37,11/28/22 3:08:28 PM,-33.13470278,34.75312944,,
EA600-18kHz,11/28/22,3:08:35 PM,33;08;05.357 S,34;45;09.101 E,1248.57,1238.52,11/28/22 3:08:35 PM,-33.13482139,34.75252806,,
