Sounder, Date (dd/MM/YYYY), Time (hh:mm:ss), Latitude (DD;MM;SS.sss H), Longitude  (DD;MM;SS.sss H),depth, Range (m),time,lat,lon,,
EA600-18kHz,11/26/22,7:42:58 PM,29;00;19.905 S,46;28;10.371 E,3125.77,3124.62,11/26/22 7:42:58 PM,-29.00552917,46.4695475,,
EA600-18kHz,11/26/22,7:43:08 PM,29;00;20.931 S,46;28;07.672 E,3124.63,3123.42,11/26/22 7:43:08 PM,-29.00581417,46.46879778,,
EA600-18kHz,11/26/22,7:43:18 PM,29;00;22.170 S,46;28;05.107 E,3123.5,3122.35,11/26/22 7:43:18 PM,-29.00615833,46.46808528,,
EA600-18kHz,11/26/22,7:43:29 PM,29;00;23.384 S,46;28;02.532 E,3123.89,3122.43,11/26/22 7:43:29 PM,-29.00649556,46.46737,,
EA600-18kHz,11/26/22,7:44:09 PM,29;00;28.235 S,46;27;52.190 E,3123.31,3121.95,11/26/22 7:44:09 PM,-29.00784306,46.46449722,,
EA600-18kHz,11/26/22,7:44:19 PM,29;00;29.429 S,46;27;49.587 E,3123.59,3121.96,11/26/22 7:44:19 PM,-29.00817472,46.46377417,,
EA600-18kHz,11/26/22,7:44:29 PM,29;00;30.617 S,46;27;46.958 E,3121.84,3120.41,11/26/22 7:44:29 PM,-29.00850472,46.46304389,,
EA600-18kHz,11/26/22,7:44:39 PM,29;00;31.779 S,46;27;44.371 E,3123.04,3121.66,11/26/22 7:44:39 PM,-29.0088275,46.46232528,,
EA600-18kHz,11/26/22,7:44:49 PM,29;00;32.950 S,46;27;41.754 E,3121.5,3119.91,11/26/22 7:44:49 PM,-29.00915278,46.46159833,,
EA600-18kHz,11/26/22,7:44:59 PM,29;00;34.133 S,46;27;39.165 E,3118.49,3117,11/26/22 7:44:59 PM,-29.00948139,46.46087917,,
EA600-18kHz,11/26/22,7:45:09 PM,29;00;35.305 S,46;27;36.523 E,3118.04,3116.57,11/26/22 7:45:09 PM,-29.00980694,46.46014528,,
EA600-18kHz,11/26/22,7:45:19 PM,29;00;36.494 S,46;27;33.910 E,3115.7,3114.24,11/26/22 7:45:19 PM,-29.01013722,46.45941944,,
EA600-18kHz,11/26/22,7:45:29 PM,29;00;37.673 S,46;27;31.282 E,3113.79,3112.4,11/26/22 7:45:29 PM,-29.01046472,46.45868944,,
EA600-18kHz,11/26/22,7:45:39 PM,29;00;38.868 S,46;27;28.661 E,3114.29,3112.91,11/26/22 7:45:39 PM,-29.01079667,46.45796139,,
EA600-18kHz,11/26/22,7:45:49 PM,29;00;40.034 S,46;27;26.024 E,3114.77,3113.43,11/26/22 7:45:49 PM,-29.01112056,46.45722889,,
EA600-18kHz,11/26/22,7:45:59 PM,29;00;41.267 S,46;27;23.432 E,3114.51,3112.99,11/26/22 7:45:59 PM,-29.01146306,46.45650889,,
EA600-18kHz,11/26/22,7:46:09 PM,29;00;42.400 S,46;27;20.744 E,3113.47,3112.2,11/26/22 7:46:09 PM,-29.01177778,46.45576222,,
EA600-18kHz,11/26/22,7:46:19 PM,29;00;43.562 S,46;27;18.098 E,3113.01,3111.65,11/26/22 7:46:19 PM,-29.01210056,46.45502722,,
EA600-18kHz,11/26/22,7:46:39 PM,29;00;45.964 S,46;27;12.842 E,3112.22,3111.04,11/26/22 7:46:39 PM,-29.01276778,46.45356722,,
EA600-18kHz,11/26/22,7:46:49 PM,29;00;47.161 S,46;27;10.212 E,3111.6,3110.36,11/26/22 7:46:49 PM,-29.01310028,46.45283667,,
EA600-18kHz,11/26/22,7:46:59 PM,29;00;48.407 S,46;27;07.613 E,3111.56,3109.98,11/26/22 7:46:59 PM,-29.01344639,46.45211472,,
EA600-18kHz,11/26/22,7:47:09 PM,29;00;49.606 S,46;27;04.984 E,3110.77,3109.31,11/26/22 7:47:09 PM,-29.01377944,46.45138444,,
EA600-18kHz,11/26/22,7:47:19 PM,29;00;50.834 S,46;27;02.384 E,3110.46,3109.01,11/26/22 7:47:19 PM,-29.01412056,46.45066222,,
EA600-18kHz,11/26/22,7:47:39 PM,29;00;53.329 S,46;26;57.158 E,3110.37,3108.94,11/26/22 7:47:39 PM,-29.01481361,46.44921056,,
EA600-18kHz,11/26/22,7:47:49 PM,29;00;54.544 S,46;26;54.518 E,3109.8,3108.49,11/26/22 7:47:49 PM,-29.01515111,46.44847722,,
EA600-18kHz,11/26/22,7:47:59 PM,29;00;55.820 S,46;26;51.916 E,3109.11,3107.6,11/26/22 7:47:59 PM,-29.01550556,46.44775444,,
EA600-18kHz,11/26/22,7:48:09 PM,29;00;57.092 S,46;26;49.305 E,3109.34,3107.95,11/26/22 7:48:09 PM,-29.01585889,46.44702917,,
EA600-18kHz,11/26/22,7:48:19 PM,29;00;58.380 S,46;26;46.721 E,3108.03,3106.42,11/26/22 7:48:19 PM,-29.01621667,46.44631139,,
EA600-18kHz,11/26/22,7:48:29 PM,29;00;59.649 S,46;26;44.129 E,3106.89,3105.48,11/26/22 7:48:29 PM,-29.01656917,46.44559139,,
EA600-18kHz,11/26/22,7:48:40 PM,29;01;00.948 S,46;26;41.533 E,3105.83,3104.17,11/26/22 7:48:40 PM,-29.01693,46.44487028,,
EA600-18kHz,11/26/22,7:48:50 PM,29;01;02.243 S,46;26;38.943 E,3104.72,3103.18,11/26/22 7:48:50 PM,-29.01728972,46.44415083,,
EA600-18kHz,11/26/22,7:49:00 PM,29;01;03.485 S,46;26;36.318 E,3104.55,3102.98,11/26/22 7:49:00 PM,-29.01763472,46.44342167,,
EA600-18kHz,11/26/22,7:49:10 PM,29;01;04.755 S,46;26;33.745 E,3103.17,3101.86,11/26/22 7:49:10 PM,-29.0179875,46.44270694,,
EA600-18kHz,11/26/22,7:49:20 PM,29;01;06.002 S,46;26;31.141 E,3103.15,3101.69,11/26/22 7:49:20 PM,-29.01833389,46.44198361,,
EA600-18kHz,11/26/22,7:49:30 PM,29;01;07.246 S,46;26;28.526 E,3103.56,3102.13,11/26/22 7:49:30 PM,-29.01867944,46.44125722,,
EA600-18kHz,11/26/22,7:49:40 PM,29;01;08.472 S,46;26;25.924 E,3103.29,3101.97,11/26/22 7:49:40 PM,-29.01902,46.44053444,,
EA600-18kHz,11/26/22,7:49:50 PM,29;01;09.809 S,46;26;23.360 E,3102.45,3100.92,11/26/22 7:49:50 PM,-29.01939139,46.43982222,,
EA600-18kHz,11/26/22,7:50:00 PM,29;01;11.133 S,46;26;20.606 E,3101.96,3100.67,11/26/22 7:50:00 PM,-29.01975917,46.43905722,,
EA600-18kHz,11/26/22,7:50:10 PM,29;01;12.195 S,46;26;18.104 E,3100.96,3099.66,11/26/22 7:50:10 PM,-29.02005417,46.43836222,,
EA600-18kHz,11/26/22,7:50:20 PM,29;01;13.432 S,46;26;15.485 E,3099.41,3098,11/26/22 7:50:20 PM,-29.02039778,46.43763472,,
EA600-18kHz,11/26/22,7:50:40 PM,29;01;15.878 S,46;26;10.297 E,3098.16,3096.65,11/26/22 7:50:40 PM,-29.02107722,46.43619361,,
EA600-18kHz,11/26/22,7:50:50 PM,29;01;17.119 S,46;26;07.719 E,3096.46,3094.92,11/26/22 7:50:50 PM,-29.02142194,46.4354775,,
EA600-18kHz,11/26/22,7:51:00 PM,29;01;18.363 S,46;26;05.120 E,3095.16,3093.62,11/26/22 7:51:00 PM,-29.0217675,46.43475556,,
EA600-18kHz,11/26/22,7:51:20 PM,29;01;20.819 S,46;25;59.901 E,3090.76,3089.22,11/26/22 7:51:20 PM,-29.02244972,46.43330583,,
EA600-18kHz,11/26/22,7:51:30 PM,29;01;22.014 S,46;25;57.260 E,3091.18,3089.62,11/26/22 7:51:30 PM,-29.02278167,46.43257222,,
EA600-18kHz,11/26/22,7:51:40 PM,29;01;23.242 S,46;25;54.668 E,3090.27,3088.7,11/26/22 7:51:40 PM,-29.02312278,46.43185222,,
EA600-18kHz,11/26/22,7:52:00 PM,29;01;25.702 S,46;25;49.404 E,3086.42,3084.99,11/26/22 7:52:00 PM,-29.02380611,46.43039,,
EA600-18kHz,11/26/22,7:52:20 PM,29;01;28.300 S,46;25;44.247 E,3082.91,3081.39,11/26/22 7:52:20 PM,-29.02452778,46.4289575,,
EA600-18kHz,11/26/22,7:52:30 PM,29;01;29.559 S,46;25;41.622 E,3081.04,3079.57,11/26/22 7:52:30 PM,-29.0248775,46.42822833,,
EA600-18kHz,11/26/22,7:52:40 PM,29;01;30.829 S,46;25;39.002 E,3079.92,3078.39,11/26/22 7:52:40 PM,-29.02523028,46.42750056,,
EA600-18kHz,11/26/22,7:52:50 PM,29;01;32.134 S,46;25;36.411 E,3077.85,3076.39,11/26/22 7:52:50 PM,-29.02559278,46.42678083,,
EA600-18kHz,11/26/22,7:53:10 PM,29;01;34.708 S,46;25;31.244 E,3074.74,3073.12,11/26/22 7:53:10 PM,-29.02630778,46.42534556,,
EA600-18kHz,11/26/22,7:53:20 PM,29;01;35.988 S,46;25;28.654 E,3074.08,3072.59,11/26/22 7:53:20 PM,-29.02666333,46.42462611,,
EA600-18kHz,11/26/22,7:53:30 PM,29;01;37.287 S,46;25;26.081 E,3074.58,3072.93,11/26/22 7:53:30 PM,-29.02702417,46.42391139,,
EA600-18kHz,11/26/22,7:53:40 PM,29;01;38.581 S,46;25;23.484 E,3072.63,3070.92,11/26/22 7:53:40 PM,-29.02738361,46.42319,,
EA600-18kHz,11/26/22,7:53:51 PM,29;01;39.861 S,46;25;20.873 E,3072.13,3070.41,11/26/22 7:53:51 PM,-29.02773917,46.42246472,,
EA600-18kHz,11/26/22,7:54:01 PM,29;01;41.126 S,46;25;18.261 E,3070.33,3068.8,11/26/22 7:54:01 PM,-29.02809056,46.42173917,,
EA600-18kHz,11/26/22,7:54:11 PM,29;01;42.438 S,46;25;15.658 E,3071.25,3069.47,11/26/22 7:54:11 PM,-29.028455,46.42101611,,
EA600-18kHz,11/26/22,7:54:21 PM,29;01;43.682 S,46;25;13.035 E,3069.66,3068.13,11/26/22 7:54:21 PM,-29.02880056,46.4202875,,
EA600-18kHz,11/26/22,7:54:31 PM,29;01;44.958 S,46;25;10.405 E,3069.66,3067.96,11/26/22 7:54:31 PM,-29.029155,46.41955694,,
EA600-18kHz,11/26/22,7:54:41 PM,29;01;46.190 S,46;25;07.778 E,3070.21,3068.67,11/26/22 7:54:41 PM,-29.02949722,46.41882722,,
EA600-18kHz,11/26/22,7:54:51 PM,29;01;47.449 S,46;25;05.123 E,3071.16,3069.4,11/26/22 7:54:51 PM,-29.02984694,46.41808972,,
EA600-18kHz,11/26/22,7:55:01 PM,29;01;48.694 S,46;25;02.500 E,3070.64,3069.1,11/26/22 7:55:01 PM,-29.03019278,46.41736111,,
EA600-18kHz,11/26/22,7:55:11 PM,29;01;49.932 S,46;24;59.867 E,3070.61,3068.87,11/26/22 7:55:11 PM,-29.03053667,46.41662972,,
EA600-18kHz,11/26/22,7:55:21 PM,29;01;51.176 S,46;24;57.226 E,3069.77,3068.32,11/26/22 7:55:21 PM,-29.03088222,46.41589611,,
EA600-18kHz,11/26/22,7:55:31 PM,29;01;52.497 S,46;24;54.617 E,3070.73,3069.02,11/26/22 7:55:31 PM,-29.03124917,46.41517139,,
EA600-18kHz,11/26/22,7:55:41 PM,29;01;53.724 S,46;24;51.983 E,3069.45,3068.15,11/26/22 7:55:41 PM,-29.03159,46.41443972,,
EA600-18kHz,11/26/22,7:55:51 PM,29;01;55.050 S,46;24;49.380 E,3069.43,3067.66,11/26/22 7:55:51 PM,-29.03195833,46.41371667,,
EA600-18kHz,11/26/22,7:56:01 PM,29;01;56.354 S,46;24;46.808 E,3069.47,3067.84,11/26/22 7:56:01 PM,-29.03232056,46.41300222,,
EA600-18kHz,11/26/22,7:56:11 PM,29;01;57.653 S,46;24;44.204 E,3069.63,3067.92,11/26/22 7:56:11 PM,-29.03268139,46.41227889,,
EA600-18kHz,11/26/22,7:56:21 PM,29;01;58.971 S,46;24;41.604 E,3064.69,3063.06,11/26/22 7:56:21 PM,-29.0330475,46.41155667,,
EA600-18kHz,11/26/22,7:56:31 PM,29;02;00.279 S,46;24;38.999 E,3060.43,3058.67,11/26/22 7:56:31 PM,-29.03341083,46.41083306,,
EA600-18kHz,11/26/22,7:56:41 PM,29;02;01.600 S,46;24;36.430 E,3056.37,3054.68,11/26/22 7:56:41 PM,-29.03377778,46.41011944,,
EA600-18kHz,11/26/22,7:56:51 PM,29;02;02.905 S,46;24;33.846 E,3053.4,3051.72,11/26/22 7:56:51 PM,-29.03414028,46.40940167,,
EA600-18kHz,11/26/22,7:57:01 PM,29;02;04.212 S,46;24;31.240 E,3050.84,3049.13,11/26/22 7:57:01 PM,-29.03450333,46.40867778,,
EA600-18kHz,11/26/22,7:57:11 PM,29;02;05.733 S,46;24;28.805 E,3049.82,3048.18,11/26/22 7:57:11 PM,-29.03492583,46.40800139,,
EA600-18kHz,11/26/22,7:57:21 PM,29;02;06.752 S,46;24;26.010 E,3049.61,3047.9,11/26/22 7:57:21 PM,-29.03520889,46.407225,,
EA600-18kHz,11/26/22,7:57:31 PM,29;02;08.015 S,46;24;23.404 E,3048.53,3046.79,11/26/22 7:57:31 PM,-29.03555972,46.40650111,,
EA600-18kHz,11/26/22,7:57:41 PM,29;02;09.297 S,46;24;20.835 E,3050.35,3048.58,11/26/22 7:57:41 PM,-29.03591583,46.4057875,,
EA600-18kHz,11/26/22,7:57:51 PM,29;02;10.557 S,46;24;18.234 E,3048.02,3046.15,11/26/22 7:57:51 PM,-29.03626583,46.405065,,
EA600-18kHz,11/26/22,7:58:01 PM,29;02;11.838 S,46;24;15.640 E,3045.76,3044,11/26/22 7:58:01 PM,-29.03662167,46.40434444,,
EA600-18kHz,11/26/22,7:58:11 PM,29;02;13.088 S,46;24;13.026 E,3045.29,3043.68,11/26/22 7:58:11 PM,-29.03696889,46.40361833,,
EA600-18kHz,11/26/22,7:58:21 PM,29;02;14.366 S,46;24;10.444 E,3043.98,3042.42,11/26/22 7:58:21 PM,-29.03732389,46.40290111,,
EA600-18kHz,11/26/22,7:58:31 PM,29;02;15.675 S,46;24;07.871 E,3044.67,3042.9,11/26/22 7:58:31 PM,-29.0376875,46.40218639,,
EA600-18kHz,11/26/22,7:58:41 PM,29;02;16.977 S,46;24;05.287 E,3044.72,3042.95,11/26/22 7:58:41 PM,-29.03804917,46.40146861,,
EA600-18kHz,11/26/22,7:58:51 PM,29;02;18.235 S,46;24;02.674 E,3044.77,3043.02,11/26/22 7:58:51 PM,-29.03839861,46.40074278,,
EA600-18kHz,11/26/22,7:59:02 PM,29;02;19.497 S,46;24;00.048 E,3043.87,3042.15,11/26/22 7:59:02 PM,-29.03874917,46.40001333,,
EA600-18kHz,11/26/22,7:59:12 PM,29;02;20.756 S,46;23;57.420 E,3043.5,3042.03,11/26/22 7:59:12 PM,-29.03909889,46.39928333,,
EA600-18kHz,11/26/22,7:59:22 PM,29;02;22.030 S,46;23;54.824 E,3041.76,3040.26,11/26/22 7:59:22 PM,-29.03945278,46.39856222,,
EA600-18kHz,11/26/22,7:59:32 PM,29;02;23.295 S,46;23;52.182 E,3041.55,3039.78,11/26/22 7:59:32 PM,-29.03980417,46.39782833,,
EA600-18kHz,11/26/22,7:59:42 PM,29;02;24.552 S,46;23;49.579 E,3041.16,3039.47,11/26/22 7:59:42 PM,-29.04015333,46.39710528,,
EA600-18kHz,11/26/22,7:59:52 PM,29;02;25.851 S,46;23;46.987 E,3041.29,3039.55,11/26/22 7:59:52 PM,-29.04051417,46.39638528,,
EA600-18kHz,11/26/22,8:00:02 PM,29;02;27.122 S,46;23;44.386 E,3042.56,3040.81,11/26/22 8:00:02 PM,-29.04086722,46.39566278,,
EA600-18kHz,11/26/22,8:00:12 PM,29;02;28.405 S,46;23;41.817 E,3041.78,3040.18,11/26/22 8:00:12 PM,-29.04122361,46.39494917,,
EA600-18kHz,11/26/22,8:00:22 PM,29;02;29.694 S,46;23;39.191 E,3043.97,3042.29,11/26/22 8:00:22 PM,-29.04158167,46.39421972,,
EA600-18kHz,11/26/22,8:00:32 PM,29;02;30.967 S,46;23;36.586 E,3042.62,3041.08,11/26/22 8:00:32 PM,-29.04193528,46.39349611,,
EA600-18kHz,11/26/22,8:00:42 PM,29;02;32.263 S,46;23;34.031 E,3043.29,3041.59,11/26/22 8:00:42 PM,-29.04229528,46.39278639,,
EA600-18kHz,11/26/22,8:00:52 PM,29;02;33.561 S,46;23;31.455 E,3044.99,3043.36,11/26/22 8:00:52 PM,-29.04265583,46.39207083,,
EA600-18kHz,11/26/22,8:01:42 PM,29;02;40.011 S,46;23;18.556 E,3051.47,3049.95,11/26/22 8:01:42 PM,-29.0444475,46.38848778,,
EA600-18kHz,11/26/22,8:01:52 PM,29;02;41.326 S,46;23;15.952 E,3053.83,3052.06,11/26/22 8:01:52 PM,-29.04481278,46.38776444,,
EA600-18kHz,11/26/22,8:02:02 PM,29;02;42.642 S,46;23;13.368 E,3057.56,3055.91,11/26/22 8:02:02 PM,-29.04517833,46.38704667,,
EA600-18kHz,11/26/22,8:02:12 PM,29;02;43.949 S,46;23;10.756 E,3054.82,3053.03,11/26/22 8:02:12 PM,-29.04554139,46.38632111,,
EA600-18kHz,11/26/22,8:02:22 PM,29;02;45.269 S,46;23;08.168 E,3053.29,3051.77,11/26/22 8:02:22 PM,-29.04590806,46.38560222,,
EA600-18kHz,11/26/22,8:03:22 PM,29;02;52.979 S,46;22;52.404 E,3021.73,3019.99,11/26/22 8:03:22 PM,-29.04804972,46.38122333,,
EA600-18kHz,11/26/22,8:03:32 PM,29;02;54.284 S,46;22;49.785 E,3017.82,3015.92,11/26/22 8:03:32 PM,-29.04841222,46.38049583,,
EA600-18kHz,11/26/22,8:03:42 PM,29;02;55.630 S,46;22;47.198 E,3014.58,3012.69,11/26/22 8:03:42 PM,-29.04878611,46.37977722,,
EA600-18kHz,11/26/22,8:03:52 PM,29;02;56.911 S,46;22;44.590 E,3013.67,3011.9,11/26/22 8:03:52 PM,-29.04914194,46.37905278,,
EA600-18kHz,11/26/22,8:04:02 PM,29;02;58.293 S,46;22;42.059 E,3014.06,3012.02,11/26/22 8:04:02 PM,-29.04952583,46.37834972,,
EA600-18kHz,11/26/22,8:04:13 PM,29;02;59.593 S,46;22;39.436 E,3014.83,3013.03,11/26/22 8:04:13 PM,-29.04988694,46.37762111,,
EA600-18kHz,11/26/22,8:04:23 PM,29;03;00.908 S,46;22;36.834 E,3014.47,3012.31,11/26/22 8:04:23 PM,-29.05025222,46.37689833,,
EA600-18kHz,11/26/22,8:04:33 PM,29;03;02.182 S,46;22;34.219 E,3006.81,3004.8,11/26/22 8:04:33 PM,-29.05060611,46.37617194,,
EA600-18kHz,11/26/22,8:04:53 PM,29;03;04.672 S,46;22;28.985 E,3000.08,2998.21,11/26/22 8:04:53 PM,-29.05129778,46.37471806,,
EA600-18kHz,11/26/22,8:05:23 PM,29;03;08.359 S,46;22;21.009 E,2999.74,2997.6,11/26/22 8:05:23 PM,-29.05232194,46.3725025,,
EA600-18kHz,11/26/22,8:05:33 PM,29;03;09.597 S,46;22;18.370 E,2998.35,2996.3,11/26/22 8:05:33 PM,-29.05266583,46.37176944,,
EA600-18kHz,11/26/22,8:05:43 PM,29;03;10.758 S,46;22;15.663 E,2994.18,2992.14,11/26/22 8:05:43 PM,-29.05298833,46.3710175,,
EA600-18kHz,11/26/22,8:05:53 PM,29;03;11.977 S,46;22;13.000 E,2991.93,2989.88,11/26/22 8:05:53 PM,-29.05332694,46.37027778,,
EA600-18kHz,11/26/22,8:06:03 PM,29;03;13.162 S,46;22;10.321 E,2989.16,2987.28,11/26/22 8:06:03 PM,-29.05365611,46.36953361,,
EA600-18kHz,11/26/22,8:06:13 PM,29;03;14.369 S,46;22;07.616 E,2987.87,2985.79,11/26/22 8:06:13 PM,-29.05399139,46.36878222,,
EA600-18kHz,11/26/22,8:06:23 PM,29;03;15.591 S,46;22;04.922 E,2987.22,2985.13,11/26/22 8:06:23 PM,-29.05433083,46.36803389,,
EA600-18kHz,11/26/22,8:06:33 PM,29;03;16.798 S,46;22;02.205 E,2986.75,2984.8,11/26/22 8:06:33 PM,-29.05466611,46.36727917,,
EA600-18kHz,11/26/22,8:06:43 PM,29;03;18.007 S,46;21;59.509 E,2985.04,2982.82,11/26/22 8:06:43 PM,-29.05500194,46.36653028,,
EA600-18kHz,11/26/22,8:06:53 PM,29;03;19.200 S,46;21;56.808 E,2980.17,2978.12,11/26/22 8:06:53 PM,-29.05533333,46.36578,,
EA600-18kHz,11/26/22,8:07:03 PM,29;03;20.436 S,46;21;54.092 E,2978.32,2976.01,11/26/22 8:07:03 PM,-29.05567667,46.36502556,,
EA600-18kHz,11/26/22,8:07:13 PM,29;03;21.668 S,46;21;51.375 E,2976.48,2974.2,11/26/22 8:07:13 PM,-29.05601889,46.36427083,,
EA600-18kHz,11/26/22,8:07:23 PM,29;03;22.899 S,46;21;48.664 E,2977.24,2975.17,11/26/22 8:07:23 PM,-29.05636083,46.36351778,,
EA600-18kHz,11/26/22,8:07:33 PM,29;03;24.152 S,46;21;45.973 E,2978.33,2976.09,11/26/22 8:07:33 PM,-29.05670889,46.36277028,,
EA600-18kHz,11/26/22,8:07:43 PM,29;03;25.431 S,46;21;43.276 E,2978.73,2976.64,11/26/22 8:07:43 PM,-29.05706417,46.36202111,,
EA600-18kHz,11/26/22,8:07:53 PM,29;03;26.634 S,46;21;40.537 E,2979.57,2977.65,11/26/22 8:07:53 PM,-29.05739833,46.36126028,,
EA600-18kHz,11/26/22,8:08:13 PM,29;03;29.154 S,46;21;35.135 E,2982.1,2980.12,11/26/22 8:08:13 PM,-29.05809833,46.35975972,,
EA600-18kHz,11/26/22,8:09:13 PM,29;03;36.582 S,46;21;18.924 E,2988.61,2986.3,11/26/22 8:09:13 PM,-29.06016167,46.35525667,,
EA600-18kHz,11/26/22,8:09:23 PM,29;03;37.805 S,46;21;16.228 E,2991.17,2989.18,11/26/22 8:09:23 PM,-29.06050139,46.35450778,,
EA600-18kHz,11/26/22,8:09:34 PM,29;03;39.061 S,46;21;13.509 E,2989.7,2987.54,11/26/22 8:09:34 PM,-29.06085028,46.3537525,,
EA600-18kHz,11/26/22,8:09:44 PM,29;03;40.306 S,46;21;10.791 E,2990.57,2988.5,11/26/22 8:09:44 PM,-29.06119611,46.3529975,,
EA600-18kHz,11/26/22,8:09:54 PM,29;03;41.538 S,46;21;08.046 E,2991.7,2989.5,11/26/22 8:09:54 PM,-29.06153833,46.352235,,
EA600-18kHz,11/26/22,8:10:04 PM,29;03;42.785 S,46;21;05.305 E,2994.14,2992.04,11/26/22 8:10:04 PM,-29.06188472,46.35147361,,
EA600-18kHz,11/26/22,8:10:14 PM,29;03;44.017 S,46;21;02.556 E,2997.02,2995,11/26/22 8:10:14 PM,-29.06222694,46.35071,,
EA600-18kHz,11/26/22,8:10:24 PM,29;03;45.286 S,46;20;59.801 E,3000.07,2997.98,11/26/22 8:10:24 PM,-29.06257944,46.34994472,,
EA600-18kHz,11/26/22,8:10:34 PM,29;03;46.514 S,46;20;57.045 E,3005.86,3003.91,11/26/22 8:10:34 PM,-29.06292056,46.34917917,,
EA600-18kHz,11/26/22,8:10:44 PM,29;03;47.775 S,46;20;54.287 E,3006.74,3004.73,11/26/22 8:10:44 PM,-29.06327083,46.34841306,,
EA600-18kHz,11/26/22,8:10:54 PM,29;03;49.018 S,46;20;51.523 E,2992.61,2990.46,11/26/22 8:10:54 PM,-29.06361611,46.34764528,,
EA600-18kHz,11/26/22,8:11:04 PM,29;03;50.267 S,46;20;48.756 E,2984.85,2982.86,11/26/22 8:11:04 PM,-29.06396306,46.34687667,,
EA600-18kHz,11/26/22,8:11:14 PM,29;03;51.500 S,46;20;45.985 E,2979.75,2977.69,11/26/22 8:11:14 PM,-29.06430556,46.34610694,,
EA600-18kHz,11/26/22,8:11:24 PM,29;03;52.772 S,46;20;43.211 E,2974.67,2972.65,11/26/22 8:11:24 PM,-29.06465889,46.34533639,,
EA600-18kHz,11/26/22,8:11:34 PM,29;03;53.990 S,46;20;40.425 E,2968.82,2966.77,11/26/22 8:11:34 PM,-29.06499722,46.3445625,,
EA600-18kHz,11/26/22,8:11:44 PM,29;03;55.228 S,46;20;37.621 E,2947.25,2944.96,11/26/22 8:11:44 PM,-29.06534111,46.34378361,,
EA600-18kHz,11/26/22,8:11:54 PM,29;03;56.735 S,46;20;35.025 E,2938.32,2936.05,11/26/22 8:11:54 PM,-29.06575972,46.3430625,,
EA600-18kHz,11/26/22,8:12:14 PM,29;03;58.928 S,46;20;29.289 E,2939.54,2937.12,11/26/22 8:12:14 PM,-29.06636889,46.34146917,,
EA600-18kHz,11/26/22,8:12:34 PM,29;04;01.381 S,46;20;23.734 E,2911.13,2908.7,11/26/22 8:12:34 PM,-29.06705028,46.33992611,,
EA600-18kHz,11/26/22,8:13:04 PM,29;04;05.075 S,46;20;15.463 E,2901.19,2898.76,11/26/22 8:13:04 PM,-29.06807639,46.33762861,,
EA600-18kHz,11/26/22,8:13:24 PM,29;04;07.553 S,46;20;09.941 E,2880.39,2877.69,11/26/22 8:13:24 PM,-29.06876472,46.33609472,,
EA600-18kHz,11/26/22,8:13:34 PM,29;04;08.777 S,46;20;07.185 E,2875.61,2872.72,11/26/22 8:13:34 PM,-29.06910472,46.33532917,,
EA600-18kHz,11/26/22,8:13:44 PM,29;04;09.980 S,46;20;04.398 E,2869.93,2867.16,11/26/22 8:13:44 PM,-29.06943889,46.334555,,
EA600-18kHz,11/26/22,8:13:55 PM,29;04;11.218 S,46;20;01.663 E,2869.47,2866.42,11/26/22 8:13:55 PM,-29.06978278,46.33379528,,
EA600-18kHz,11/26/22,8:14:05 PM,29;04;12.450 S,46;19;58.913 E,2868.17,2865.51,11/26/22 8:14:05 PM,-29.070125,46.33303139,,
EA600-18kHz,11/26/22,8:14:15 PM,29;04;13.662 S,46;19;56.154 E,2867.51,2864.82,11/26/22 8:14:15 PM,-29.07046167,46.332265,,
EA600-18kHz,11/26/22,8:14:25 PM,29;04;14.894 S,46;19;53.397 E,2868.08,2865.45,11/26/22 8:14:25 PM,-29.07080389,46.33149917,,
EA600-18kHz,11/26/22,8:14:35 PM,29;04;16.123 S,46;19;50.645 E,2868.98,2866.18,11/26/22 8:14:35 PM,-29.07114528,46.33073472,,
EA600-18kHz,11/26/22,8:14:45 PM,29;04;17.326 S,46;19;47.893 E,2871.58,2868.96,11/26/22 8:14:45 PM,-29.07147944,46.32997028,,
EA600-18kHz,11/26/22,8:14:55 PM,29;04;18.618 S,46;19;45.197 E,2858.43,2855.54,11/26/22 8:14:55 PM,-29.07183833,46.32922139,,
EA600-18kHz,11/26/22,8:15:25 PM,29;04;22.369 S,46;19;37.010 E,2841.21,2838.35,11/26/22 8:15:25 PM,-29.07288028,46.32694722,,
EA600-18kHz,11/26/22,8:15:35 PM,29;04;23.608 S,46;19;34.277 E,2825.09,2822.12,11/26/22 8:15:35 PM,-29.07322444,46.32618806,,
EA600-18kHz,11/26/22,8:16:25 PM,29;04;29.778 S,46;19;20.718 E,2758.38,2755.22,11/26/22 8:16:25 PM,-29.07493833,46.32242167,,
EA600-18kHz,11/26/22,8:16:35 PM,29;04;30.965 S,46;19;18.008 E,2753.2,2749.89,11/26/22 8:16:35 PM,-29.07526806,46.32166889,,
EA600-18kHz,11/26/22,8:16:45 PM,29;04;32.130 S,46;19;15.318 E,2748.07,2744.91,11/26/22 8:16:45 PM,-29.07559167,46.32092167,,
EA600-18kHz,11/26/22,8:17:05 PM,29;04;34.545 S,46;19;09.935 E,2743.35,2740.03,11/26/22 8:17:05 PM,-29.0762625,46.31942639,,
