sounder,date (dd/mm/yyyy),time (hh:mm:ss),latitude (dd;mm;ss.sss h),longitude  (dd;mm;ss.sss h),depth,range (m),time,lat,lon,unnamed: 10,unnamed: 11,unique_id,platform_name,raster_val,has_reference,tid_value,transit_id,outlier,outlier_reason
EA600-18kHz,11/26/22,3:28:22 PM,28;28;35.902 S,47;35;25.677 E,-2662.08,2658.6,2022-11-26 15:28:22,-28.47663944,47.59046583,,,unknown_vessel,unknown,-2693.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:28:32 PM,28;28;37.270 S,47;35;22.775 E,-2662.75,2659.12,2022-11-26 15:28:32,-28.47701944,47.58965972,,,unknown_vessel,unknown,-2693.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:28:42 PM,28;28;38.517 S,47;35;19.807 E,-2661.88,2658.74,2022-11-26 15:28:42,-28.47736583,47.58883528,,,unknown_vessel,unknown,-2693.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:28:52 PM,28;28;39.923 S,47;35;16.913 E,-2662.16,2658.43,2022-11-26 15:28:52,-28.47775639,47.58803139,,,unknown_vessel,unknown,-2693.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:29:02 PM,28;28;41.241 S,47;35;13.985 E,-2660.8,2657.67,2022-11-26 15:29:02,-28.4781225,47.58721806,,,unknown_vessel,unknown,-2701.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:29:12 PM,28;28;42.580 S,47;35;11.039 E,-2661.04,2657.44,2022-11-26 15:29:12,-28.47849444,47.58639972,,,unknown_vessel,unknown,-2701.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:29:22 PM,28;28;43.925 S,47;35;08.144 E,-2659.81,2656.2,2022-11-26 15:29:22,-28.47886806,47.58559556,,,unknown_vessel,unknown,-2701.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:29:32 PM,28;28;45.194 S,47;35;05.191 E,-2658.51,2655.02,2022-11-26 15:29:32,-28.47922056,47.58477528,,,unknown_vessel,unknown,-2708.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:29:42 PM,28;28;46.512 S,47;35;02.273 E,-2656.92,2653.46,2022-11-26 15:29:42,-28.47958667,47.58396472,,,unknown_vessel,unknown,-2708.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:29:52 PM,28;28;47.822 S,47;34;59.351 E,-2656.19,2652.75,2022-11-26 15:29:52,-28.47995056,47.58315306,,,unknown_vessel,unknown,-2714.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:30:02 PM,28;28;49.136 S,47;34;56.407 E,-2654.63,2650.97,2022-11-26 15:30:02,-28.48031556,47.58233528,,,unknown_vessel,unknown,-2714.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:30:12 PM,28;28;50.453 S,47;34;53.477 E,-2654.33,2650.64,2022-11-26 15:30:12,-28.48068139,47.58152139,,,unknown_vessel,unknown,-2714.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:30:22 PM,28;28;51.756 S,47;34;50.502 E,-2653.97,2650.44,2022-11-26 15:30:22,-28.48104333,47.580695,,,unknown_vessel,unknown,-2714.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:30:32 PM,28;28;53.061 S,47;34;47.556 E,-2654.2,2650.53,2022-11-26 15:30:32,-28.48140583,47.57987667,,,unknown_vessel,unknown,-2714.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:30:43 PM,28;28;54.363 S,47;34;44.586 E,-2654.52,2650.88,2022-11-26 15:30:43,-28.4817675,47.57905167,,,unknown_vessel,unknown,-2724.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:30:53 PM,28;28;55.622 S,47;34;41.593 E,-2653.62,2650.06,2022-11-26 15:30:53,-28.48211722,47.57822028,,,unknown_vessel,unknown,-2724.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:31:03 PM,28;28;56.888 S,47;34;38.615 E,-2652.77,2649.42,2022-11-26 15:31:03,-28.48246889,47.57739306,,,unknown_vessel,unknown,-2724.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:31:13 PM,28;28;58.119 S,47;34;35.609 E,-2651.7,2648.33,2022-11-26 15:31:13,-28.48281083,47.57655806,,,unknown_vessel,unknown,-2724.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:31:23 PM,28;28;59.451 S,47;34;32.644 E,-2650.39,2646.68,2022-11-26 15:31:23,-28.48318083,47.57573444,,,unknown_vessel,unknown,-2724.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:31:33 PM,28;29;00.711 S,47;34;29.626 E,-2648.4,2644.89,2022-11-26 15:31:33,-28.48353083,47.57489611,,,unknown_vessel,unknown,-2743.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:31:43 PM,28;29;02.017 S,47;34;26.630 E,-2645.55,2641.83,2022-11-26 15:31:43,-28.48389361,47.57406389,,,unknown_vessel,unknown,-2743.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:31:53 PM,28;29;03.342 S,47;34;23.680 E,-2642.4,2638.95,2022-11-26 15:31:53,-28.48426167,47.57324444,,,unknown_vessel,unknown,-2743.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:32:03 PM,28;29;04.662 S,47;34;20.700 E,-2642.24,2638.55,2022-11-26 15:32:03,-28.48462833,47.57241667,,,unknown_vessel,unknown,-2743.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:32:13 PM,28;29;06.054 S,47;34;17.767 E,-2639.88,2636.16,2022-11-26 15:32:13,-28.485015,47.57160194,,,unknown_vessel,unknown,-2743.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:32:23 PM,28;29;07.368 S,47;34;14.797 E,-2639.47,2636.06,2022-11-26 15:32:23,-28.48538,47.57077694,,,unknown_vessel,unknown,-2766.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:32:33 PM,28;29;08.716 S,47;34;11.805 E,-2637.89,2634.32,2022-11-26 15:32:33,-28.48575444,47.56994583,,,unknown_vessel,unknown,-2766.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:32:43 PM,28;29;10.081 S,47;34;08.854 E,-2639.17,2635.6,2022-11-26 15:32:43,-28.48613361,47.56912611,,,unknown_vessel,unknown,-2766.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:32:53 PM,28;29;11.401 S,47;34;05.860 E,-2638.13,2634.64,2022-11-26 15:32:53,-28.48650028,47.56829444,,,unknown_vessel,unknown,-2766.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:33:03 PM,28;29;12.776 S,47;34;02.918 E,-2639.71,2636.03,2022-11-26 15:33:03,-28.48688222,47.56747722,,,unknown_vessel,unknown,-2766.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:33:13 PM,28;29;14.126 S,47;33;59.964 E,-2641.9,2638.26,2022-11-26 15:33:13,-28.48725722,47.56665667,,,unknown_vessel,unknown,-2790.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:33:23 PM,28;29;15.490 S,47;33;57.029 E,-2642.93,2639.52,2022-11-26 15:33:23,-28.48763611,47.56584139,,,unknown_vessel,unknown,-2793.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:33:33 PM,28;29;16.843 S,47;33;54.081 E,-2643.66,2640.04,2022-11-26 15:33:33,-28.48801194,47.5650225,,,unknown_vessel,unknown,-2793.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:33:43 PM,28;29;18.168 S,47;33;51.135 E,-2644.52,2641.07,2022-11-26 15:33:43,-28.48838,47.56420417,,,unknown_vessel,unknown,-2793.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:33:53 PM,28;29;19.490 S,47;33;48.199 E,-2646.25,2642.84,2022-11-26 15:33:53,-28.48874722,47.56338861,,,unknown_vessel,unknown,-2793.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:34:03 PM,28;29;20.776 S,47;33;45.240 E,-2649.4,2646.13,2022-11-26 15:34:03,-28.48910444,47.56256667,,,unknown_vessel,unknown,-2793.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:34:13 PM,28;29;22.128 S,47;33;42.282 E,-2653.15,2649.67,2022-11-26 15:34:13,-28.48948,47.561745,,,unknown_vessel,unknown,-2816.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:34:23 PM,28;29;23.460 S,47;33;39.345 E,-2657.81,2654.53,2022-11-26 15:34:23,-28.48985,47.56092917,,,unknown_vessel,unknown,-2816.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:34:33 PM,28;29;24.759 S,47;33;36.370 E,-2662.8,2659.27,2022-11-26 15:34:33,-28.49021083,47.56010278,,,unknown_vessel,unknown,-2816.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:34:43 PM,28;29;26.142 S,47;33;33.442 E,-2670.35,2666.73,2022-11-26 15:34:43,-28.490595,47.55928944,,,unknown_vessel,unknown,-2816.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:34:53 PM,28;29;27.443 S,47;33;30.448 E,-2671.03,2667.72,2022-11-26 15:34:53,-28.49095639,47.55845778,,,unknown_vessel,unknown,-2816.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:35:03 PM,28;29;28.794 S,47;33;27.489 E,-2671.64,2667.94,2022-11-26 15:35:03,-28.49133167,47.55763583,,,unknown_vessel,unknown,-2840.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:35:23 PM,28;29;31.443 S,47;33;21.589 E,-2670.61,2666.92,2022-11-26 15:35:23,-28.4920675,47.55599694,,,unknown_vessel,unknown,-2841.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:35:33 PM,28;29;32.738 S,47;33;18.636 E,-2670.09,2666.75,2022-11-26 15:35:33,-28.49242722,47.55517667,,,unknown_vessel,unknown,-2841.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:35:43 PM,28;29;34.012 S,47;33;15.649 E,-2669.97,2666.53,2022-11-26 15:35:43,-28.49278111,47.55434694,,,unknown_vessel,unknown,-2841.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:35:53 PM,28;29;35.328 S,47;33;12.707 E,-2671.79,2668.42,2022-11-26 15:35:53,-28.49314667,47.55352972,,,unknown_vessel,unknown,-2865.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:36:03 PM,28;29;36.594 S,47;33;09.757 E,-2672.71,2669.39,2022-11-26 15:36:03,-28.49349833,47.55271028,,,unknown_vessel,unknown,-2865.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:36:13 PM,28;29;37.903 S,47;33;06.813 E,-2675.28,2671.8,2022-11-26 15:36:13,-28.49386194,47.5518925,,,unknown_vessel,unknown,-2865.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:36:24 PM,28;29;39.209 S,47;33;03.873 E,-2676.82,2673.58,2022-11-26 15:36:24,-28.49422472,47.55107583,,,unknown_vessel,unknown,-2865.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:36:34 PM,28;29;40.529 S,47;33;00.938 E,-2678.85,2675.49,2022-11-26 15:36:34,-28.49459139,47.55026056,,,unknown_vessel,unknown,-2865.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:36:44 PM,28;29;41.831 S,47;32;58.003 E,-2680.06,2676.78,2022-11-26 15:36:44,-28.49495306,47.54944528,,,unknown_vessel,unknown,-2888.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:36:54 PM,28;29;43.152 S,47;32;55.097 E,-2681.79,2678.48,2022-11-26 15:36:54,-28.49532,47.54863806,,,unknown_vessel,unknown,-2888.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:37:04 PM,28;29;44.416 S,47;32;52.152 E,-2683.14,2679.99,2022-11-26 15:37:04,-28.49567111,47.54782,,,unknown_vessel,unknown,-2888.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:37:14 PM,28;29;45.706 S,47;32;49.204 E,-2685.59,2682.33,2022-11-26 15:37:14,-28.49602944,47.54700111,,,unknown_vessel,unknown,-2889.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:37:24 PM,28;29;46.972 S,47;32;46.265 E,-2687.08,2683.82,2022-11-26 15:37:24,-28.49638111,47.54618472,,,unknown_vessel,unknown,-2889.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:37:34 PM,28;29;48.261 S,47;32;43.311 E,-2689.82,2686.68,2022-11-26 15:37:34,-28.49673917,47.54536417,,,unknown_vessel,unknown,-2910.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:37:44 PM,28;29;49.595 S,47;32;40.401 E,-2692.74,2689.3,2022-11-26 15:37:44,-28.49710972,47.54455583,,,unknown_vessel,unknown,-2910.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:37:54 PM,28;29;50.868 S,47;32;37.491 E,-2694.86,2691.59,2022-11-26 15:37:54,-28.49746333,47.5437475,,,unknown_vessel,unknown,-2910.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:38:04 PM,28;29;52.116 S,47;32;34.554 E,-2697.81,2694.66,2022-11-26 15:38:04,-28.49781,47.54293167,,,unknown_vessel,unknown,-2910.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:38:14 PM,28;29;53.408 S,47;32;31.626 E,-2701.76,2698.68,2022-11-26 15:38:14,-28.49816889,47.54211833,,,unknown_vessel,unknown,-2910.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:38:24 PM,28;29;54.733 S,47;32;28.699 E,-2706.51,2703.2,2022-11-26 15:38:24,-28.49853694,47.54130528,,,unknown_vessel,unknown,-2923.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:38:34 PM,28;29;56.021 S,47;32;25.782 E,-2711.24,2708.2,2022-11-26 15:38:34,-28.49889472,47.540495,,,unknown_vessel,unknown,-2923.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:38:44 PM,28;29;57.358 S,47;32;22.864 E,-2712.99,2709.58,2022-11-26 15:38:44,-28.49926611,47.53968444,,,unknown_vessel,unknown,-2923.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:38:54 PM,28;29;58.692 S,47;32;19.967 E,-2704.48,2701.31,2022-11-26 15:38:54,-28.49963667,47.53887972,,,unknown_vessel,unknown,-2923.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:39:04 PM,28;29;59.966 S,47;32;17.007 E,-2698.41,2695.4,2022-11-26 15:39:04,-28.49999056,47.5380575,,,unknown_vessel,unknown,-2923.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:39:14 PM,28;30;01.316 S,47;32;14.100 E,-2696.14,2692.82,2022-11-26 15:39:14,-28.50036556,47.53725,,,unknown_vessel,unknown,-2933.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:39:24 PM,28;30;02.549 S,47;32;11.140 E,-2694.73,2691.57,2022-11-26 15:39:24,-28.50070806,47.53642778,,,unknown_vessel,unknown,-2933.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:39:34 PM,28;30;03.817 S,47;32;08.198 E,-2693.8,2690.45,2022-11-26 15:39:34,-28.50106028,47.53561056,,,unknown_vessel,unknown,-2933.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:39:44 PM,28;30;05.036 S,47;32;05.211 E,-2695.08,2691.88,2022-11-26 15:39:44,-28.50139889,47.53478083,,,unknown_vessel,unknown,-2933.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:39:54 PM,28;30;06.314 S,47;32;02.254 E,-2699.43,2696.04,2022-11-26 15:39:54,-28.50175389,47.53395944,,,unknown_vessel,unknown,-2933.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:40:04 PM,28;30;07.519 S,47;31;59.274 E,-2701.92,2699.02,2022-11-26 15:40:04,-28.50208861,47.53313167,,,unknown_vessel,unknown,-2942.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:40:14 PM,28;30;08.834 S,47;31;56.357 E,-2707.59,2704.12,2022-11-26 15:40:14,-28.50245389,47.53232139,,,unknown_vessel,unknown,-2942.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:40:24 PM,28;30;10.074 S,47;31;53.404 E,-2710.19,2707.02,2022-11-26 15:40:24,-28.50279833,47.53150111,,,unknown_vessel,unknown,-2942.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:40:34 PM,28;30;11.360 S,47;31;50.484 E,-2709.03,2705.7,2022-11-26 15:40:34,-28.50315556,47.53069,,,unknown_vessel,unknown,-2942.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:40:44 PM,28;30;12.628 S,47;31;47.550 E,-2706.18,2702.99,2022-11-26 15:40:44,-28.50350778,47.529875,,,unknown_vessel,unknown,-2942.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:40:54 PM,28;30;13.955 S,47;31;44.612 E,-2703.39,2700.1,2022-11-26 15:40:54,-28.50387639,47.52905889,,,unknown_vessel,unknown,-2949.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:41:04 PM,28;30;15.200 S,47;31;41.652 E,-2700.99,2697.81,2022-11-26 15:41:04,-28.50422222,47.52823667,,,unknown_vessel,unknown,-2947.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:41:24 PM,28;30;17.803 S,47;31;35.762 E,-2700.25,2697.1,2022-11-26 15:41:24,-28.50494528,47.52660056,,,unknown_vessel,unknown,-2947.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:41:34 PM,28;30;19.073 S,47;31;32.790 E,-2699.37,2696.22,2022-11-26 15:41:34,-28.50529806,47.525775,,,unknown_vessel,unknown,-2947.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:41:44 PM,28;30;20.440 S,47;31;29.890 E,-2700.23,2696.9,2022-11-26 15:41:44,-28.50567778,47.52496944,,,unknown_vessel,unknown,-2953.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:41:55 PM,28;30;21.750 S,47;31;26.952 E,-2702.82,2699.67,2022-11-26 15:41:55,-28.50604167,47.52415333,,,unknown_vessel,unknown,-2953.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:42:05 PM,28;30;23.068 S,47;31;24.000 E,-2704.56,2701.16,2022-11-26 15:42:05,-28.50640778,47.52333333,,,unknown_vessel,unknown,-2953.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:42:15 PM,28;30;24.366 S,47;31;21.052 E,-2707.09,2703.93,2022-11-26 15:42:15,-28.50676833,47.52251444,,,unknown_vessel,unknown,-2953.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:42:25 PM,28;30;25.658 S,47;31;18.094 E,-2710.81,2707.58,2022-11-26 15:42:25,-28.50712722,47.52169278,,,unknown_vessel,unknown,-2953.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:42:35 PM,28;30;26.952 S,47;31;15.166 E,-2714.84,2711.8,2022-11-26 15:42:35,-28.50748667,47.52087944,,,unknown_vessel,unknown,-2953.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:42:45 PM,28;30;28.224 S,47;31;12.216 E,-2717.67,2714.38,2022-11-26 15:42:45,-28.50784,47.52006,,,unknown_vessel,unknown,-2959.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:42:55 PM,28;30;29.531 S,47;31;09.303 E,-2721.28,2717.95,2022-11-26 15:42:55,-28.50820306,47.51925083,,,unknown_vessel,unknown,-2959.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:43:05 PM,28;30;30.733 S,47;31;06.303 E,-2722.57,2719.41,2022-11-26 15:43:05,-28.50853694,47.5184175,,,unknown_vessel,unknown,-2958.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:43:15 PM,28;30;32.074 S,47;31;03.397 E,-2724.16,2720.94,2022-11-26 15:43:15,-28.50890944,47.51761028,,,unknown_vessel,unknown,-2958.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:43:25 PM,28;30;33.322 S,47;31;00.422 E,-2726.13,2723.01,2022-11-26 15:43:25,-28.50925611,47.51678389,,,unknown_vessel,unknown,-2958.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:43:45 PM,28;30;35.850 S,47;30;54.487 E,-2728.07,2724.85,2022-11-26 15:43:45,-28.50995833,47.51513528,,,unknown_vessel,unknown,-2963.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:43:55 PM,28;30;37.121 S,47;30;51.516 E,-2730.16,2726.92,2022-11-26 15:43:55,-28.51031139,47.51431,,,unknown_vessel,unknown,-2963.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:44:05 PM,28;30;38.393 S,47;30;48.553 E,-2732.32,2729.12,2022-11-26 15:44:05,-28.51066472,47.51348694,,,unknown_vessel,unknown,-2963.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:44:15 PM,28;30;39.626 S,47;30;45.582 E,-2735.19,2732.22,2022-11-26 15:44:15,-28.51100722,47.51266167,,,unknown_vessel,unknown,-2963.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:44:25 PM,28;30;40.877 S,47;30;42.608 E,-2737.11,2734.08,2022-11-26 15:44:25,-28.51135472,47.51183556,,,unknown_vessel,unknown,-2967.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:44:35 PM,28;30;42.173 S,47;30;39.654 E,-2741.11,2738.1,2022-11-26 15:44:35,-28.51171472,47.511015,,,unknown_vessel,unknown,-2967.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:44:45 PM,28;30;43.446 S,47;30;36.694 E,-2742.74,2739.97,2022-11-26 15:44:45,-28.51206833,47.51019278,,,unknown_vessel,unknown,-2967.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:44:55 PM,28;30;44.766 S,47;30;33.762 E,-2746.61,2743.49,2022-11-26 15:44:55,-28.512435,47.50937833,,,unknown_vessel,unknown,-2967.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:45:05 PM,28;30;46.029 S,47;30;30.802 E,-2749.31,2746.13,2022-11-26 15:45:05,-28.51278583,47.50855611,,,unknown_vessel,unknown,-2967.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:45:15 PM,28;30;47.279 S,47;30;27.866 E,-2752.91,2749.85,2022-11-26 15:45:15,-28.51313306,47.50774056,,,unknown_vessel,unknown,-2970.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:45:25 PM,28;30;48.500 S,47;30;24.926 E,-2757.51,2754.6,2022-11-26 15:45:25,-28.51347222,47.50692389,,,unknown_vessel,unknown,-2970.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:45:35 PM,28;30;49.748 S,47;30;22.018 E,-2760.48,2757.5,2022-11-26 15:45:35,-28.51381889,47.50611611,,,unknown_vessel,unknown,-2970.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:45:45 PM,28;30;51.018 S,47;30;19.096 E,-2758.82,2755.83,2022-11-26 15:45:45,-28.51417167,47.50530444,,,unknown_vessel,unknown,-2970.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:45:55 PM,28;30;52.262 S,47;30;16.177 E,-2753.36,2750.55,2022-11-26 15:45:55,-28.51451722,47.50449361,,,unknown_vessel,unknown,-2970.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:46:05 PM,28;30;53.538 S,47;30;13.289 E,-2750.72,2747.59,2022-11-26 15:46:05,-28.51487167,47.50369139,,,unknown_vessel,unknown,-2971.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:46:15 PM,28;30;54.762 S,47;30;10.399 E,-2747.52,2744.41,2022-11-26 15:46:15,-28.51521167,47.50288861,,,unknown_vessel,unknown,-2971.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:46:25 PM,28;30;56.012 S,47;30;07.504 E,-2746.84,2743.65,2022-11-26 15:46:25,-28.51555889,47.50208444,,,unknown_vessel,unknown,-2971.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:46:35 PM,28;30;57.249 S,47;30;04.621 E,-2747.14,2744.07,2022-11-26 15:46:35,-28.5159025,47.50128361,,,unknown_vessel,unknown,-2971.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:46:45 PM,28;30;58.475 S,47;30;01.723 E,-2748.17,2745.1,2022-11-26 15:46:45,-28.51624306,47.50047861,,,unknown_vessel,unknown,-2971.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:46:55 PM,28;30;59.730 S,47;29;58.862 E,-2750.2,2747.24,2022-11-26 15:46:55,-28.51659167,47.49968389,,,unknown_vessel,unknown,-2972.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:47:15 PM,28;31;02.260 S,47;29;53.090 E,-2755.12,2752.18,2022-11-26 15:47:15,-28.51729444,47.49808056,,,unknown_vessel,unknown,-2972.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:47:25 PM,28;31;03.553 S,47;29;50.193 E,-2749.96,2747.12,2022-11-26 15:47:25,-28.51765361,47.49727583,,,unknown_vessel,unknown,-2972.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:47:35 PM,28;31;04.788 S,47;29;47.273 E,-2746.46,2743.69,2022-11-26 15:47:35,-28.51799667,47.49646472,,,unknown_vessel,unknown,-2972.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:47:56 PM,28;31;07.410 S,47;29;41.448 E,-2744.78,2741.82,2022-11-26 15:47:56,-28.518725,47.49484667,,,unknown_vessel,unknown,-2973.0,True,40.0,unknown_vessel_T008,False,
EA600-18kHz,11/26/22,3:48:06 PM,28;31;08.686 S,47;29;38.508 E,-2744.74,2741.62,2022-11-26 15:48:06,-28.51907944,47.49403,,,unknown_vessel,unknown,-2973.0,True,40.0,unknown_vessel_T008,False,
