sounder,date (dd/mm/yyyy),time (hh:mm:ss),latitude (dd;mm;ss.sss h),longitude  (dd;mm;ss.sss h),depth,range (m),time,lat,lon,unnamed: 10,unnamed: 11,unique_id,platform_name,raster_val,has_reference,tid_value,transit_id,outlier,outlier_reason
EA600-18kHz,11/27/22,5:41:19 PM,31;49;09.715 S,40;24;00.115 E,-4952.76,4961.72,2022-11-27 17:41:19,-31.81936528,40.40003194,,,unknown_vessel,unknown,-4963.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:41:49 PM,31;49;13.678 S,40;23;51.476 E,-4951.37,4960.44,2022-11-27 17:41:49,-31.82046611,40.39763222,,,unknown_vessel,unknown,-4961.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:42:09 PM,31;49;16.323 S,40;23;45.749 E,-4945.95,4955.26,2022-11-27 17:42:09,-31.82120083,40.39604139,,,unknown_vessel,unknown,-4963.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:42:50 PM,31;49;21.660 S,40;23;34.158 E,-4949.34,4958.14,2022-11-27 17:42:50,-31.82268333,40.39282167,,,unknown_vessel,unknown,-4960.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:43:00 PM,31;49;22.997 S,40;23;31.274 E,-4950.96,4959.98,2022-11-27 17:43:00,-31.82305472,40.39202056,,,unknown_vessel,unknown,-4960.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:43:30 PM,31;49;26.974 S,40;23;22.536 E,-4949.06,4957.9,2022-11-27 17:43:30,-31.82415944,40.38959333,,,unknown_vessel,unknown,-4959.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:43:40 PM,31;49;28.269 S,40;23;19.565 E,-4946.99,4956.13,2022-11-27 17:43:40,-31.82451917,40.38876806,,,unknown_vessel,unknown,-4959.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:44:00 PM,31;49;31.021 S,40;23;13.742 E,-4946.98,4955.33,2022-11-27 17:44:00,-31.82528361,40.38715056,,,unknown_vessel,unknown,-4959.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:44:20 PM,31;49;33.775 S,40;23;07.890 E,-4947.08,4955.04,2022-11-27 17:44:20,-31.82604861,40.385525,,,unknown_vessel,unknown,-4959.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:44:30 PM,31;49;35.161 S,40;23;04.999 E,-4945.74,4953.93,2022-11-27 17:44:30,-31.82643361,40.38472194,,,unknown_vessel,unknown,-4959.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:44:40 PM,31;49;36.497 S,40;23;02.002 E,-4946.5,4955.35,2022-11-27 17:44:40,-31.82680472,40.38388944,,,unknown_vessel,unknown,-4959.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:45:10 PM,31;49;40.540 S,40;22;53.136 E,-4949.04,4956.76,2022-11-27 17:45:10,-31.82792778,40.38142667,,,unknown_vessel,unknown,-4959.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:45:20 PM,31;49;41.994 S,40;22;50.247 E,-4947.05,4955.28,2022-11-27 17:45:20,-31.82833167,40.38062417,,,unknown_vessel,unknown,-4959.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:45:30 PM,31;49;43.357 S,40;22;47.280 E,-4947.78,4956.48,2022-11-27 17:45:30,-31.82871028,40.3798,,,unknown_vessel,unknown,-4959.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:45:40 PM,31;49;44.844 S,40;22;44.400 E,-4958.75,4966.79,2022-11-27 17:45:40,-31.82912333,40.379,,,unknown_vessel,unknown,-4960.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:45:50 PM,31;49;46.254 S,40;22;41.484 E,-4951.51,4959.63,2022-11-27 17:45:50,-31.829515,40.37819,,,unknown_vessel,unknown,-4960.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:46:00 PM,31;49;47.695 S,40;22;38.635 E,-4950.28,4957.94,2022-11-27 17:46:00,-31.82991528,40.37739861,,,unknown_vessel,unknown,-4960.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:46:10 PM,31;49;49.096 S,40;22;35.739 E,-4954.25,4963.15,2022-11-27 17:46:10,-31.83030444,40.37659417,,,unknown_vessel,unknown,-4960.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:46:20 PM,31;49;50.503 S,40;22;32.861 E,-4953.7,4962.18,2022-11-27 17:46:20,-31.83069528,40.37579472,,,unknown_vessel,unknown,-4960.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:46:30 PM,31;49;51.955 S,40;22;30.000 E,-4952.81,4961.27,2022-11-27 17:46:30,-31.83109861,40.375,,,unknown_vessel,unknown,-4961.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:46:40 PM,31;49;53.349 S,40;22;27.060 E,-4953.88,4961.94,2022-11-27 17:46:40,-31.83148583,40.37418333,,,unknown_vessel,unknown,-4961.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:46:50 PM,31;49;54.771 S,40;22;24.177 E,-4952.95,4961.06,2022-11-27 17:46:50,-31.83188083,40.3733825,,,unknown_vessel,unknown,-4961.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:47:00 PM,31;49;56.097 S,40;22;21.248 E,-4956.5,4964.09,2022-11-27 17:47:00,-31.83224917,40.37256889,,,unknown_vessel,unknown,-4961.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:47:10 PM,31;49;57.429 S,40;22;18.312 E,-4949.72,4958.26,2022-11-27 17:47:10,-31.83261917,40.37175333,,,unknown_vessel,unknown,-4961.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:47:20 PM,31;49;58.771 S,40;22;15.386 E,-4953.18,4961.43,2022-11-27 17:47:20,-31.83299194,40.37094056,,,unknown_vessel,unknown,-4961.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:48:41 PM,31;50;08.984 S,40;21;51.832 E,-4946.35,4953.99,2022-11-27 17:48:41,-31.83582889,40.36439778,,,unknown_vessel,unknown,-4964.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:48:51 PM,31;50;10.303 S,40;21;48.934 E,-4956.63,4965.72,2022-11-27 17:48:51,-31.83619528,40.36359278,,,unknown_vessel,unknown,-4964.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:49:01 PM,31;50;11.610 S,40;21;46.033 E,-4946.63,4955.05,2022-11-27 17:49:01,-31.83655833,40.36278694,,,unknown_vessel,unknown,-4964.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:49:11 PM,31;50;12.924 S,40;21;43.107 E,-4946.41,4955.95,2022-11-27 17:49:11,-31.83692333,40.36197417,,,unknown_vessel,unknown,-4966.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:49:41 PM,31;50;16.835 S,40;21;34.418 E,-4948.55,4956.46,2022-11-27 17:49:41,-31.83800972,40.35956056,,,unknown_vessel,unknown,-4965.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:49:51 PM,31;50;18.112 S,40;21;31.547 E,-4945.77,4953.47,2022-11-27 17:49:51,-31.83836444,40.35876306,,,unknown_vessel,unknown,-4965.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:50:01 PM,31;50;19.461 S,40;21;28.661 E,-4947.96,4957.05,2022-11-27 17:50:01,-31.83873917,40.35796139,,,unknown_vessel,unknown,-4967.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:50:21 PM,31;50;22.198 S,40;21;22.918 E,-4946.47,4955.18,2022-11-27 17:50:21,-31.83949944,40.35636611,,,unknown_vessel,unknown,-4967.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:50:31 PM,31;50;23.617 S,40;21;20.094 E,-4947.14,4955.39,2022-11-27 17:50:31,-31.83989361,40.35558167,,,unknown_vessel,unknown,-4967.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:51:01 PM,31;50;27.597 S,40;21;11.438 E,-4948.2,4956.1,2022-11-27 17:51:01,-31.84099917,40.35317722,,,unknown_vessel,unknown,-4969.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:51:11 PM,31;50;29.006 S,40;21;08.540 E,-4946.81,4955.05,2022-11-27 17:51:11,-31.84139056,40.35237222,,,unknown_vessel,unknown,-4969.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:51:21 PM,31;50;30.388 S,40;21;05.609 E,-4948.96,4956.88,2022-11-27 17:51:21,-31.84177444,40.35155806,,,unknown_vessel,unknown,-4968.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:51:31 PM,31;50;31.739 S,40;21;02.654 E,-4949.07,4957.9,2022-11-27 17:51:31,-31.84214972,40.35073722,,,unknown_vessel,unknown,-4968.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:51:51 PM,31;50;34.434 S,40;20;56.723 E,-4948.07,4956.54,2022-11-27 17:51:51,-31.84289833,40.34908972,,,unknown_vessel,unknown,-4970.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:52:01 PM,31;50;35.794 S,40;20;53.743 E,-4950.17,4958.26,2022-11-27 17:52:01,-31.84327611,40.34826194,,,unknown_vessel,unknown,-4970.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:52:11 PM,31;50;37.179 S,40;20;50.816 E,-4951.92,4959.9,2022-11-27 17:52:11,-31.84366083,40.34744889,,,unknown_vessel,unknown,-4970.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:52:41 PM,31;50;41.252 S,40;20;41.957 E,-4948.62,4956.66,2022-11-27 17:52:41,-31.84479222,40.34498806,,,unknown_vessel,unknown,-4972.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:53:01 PM,31;50;43.909 S,40;20;36.068 E,-4948.08,4956.47,2022-11-27 17:53:01,-31.84553028,40.34335222,,,unknown_vessel,unknown,-4972.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:53:11 PM,31;50;45.260 S,40;20;33.105 E,-4951.23,4959.43,2022-11-27 17:53:11,-31.84590556,40.34252917,,,unknown_vessel,unknown,-4972.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:53:21 PM,31;50;46.575 S,40;20;30.150 E,-4949.29,4957.91,2022-11-27 17:53:21,-31.84627083,40.34170833,,,unknown_vessel,unknown,-4972.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:53:42 PM,31;50;49.290 S,40;20;24.245 E,-4945.28,4953.87,2022-11-27 17:53:42,-31.847025,40.34006806,,,unknown_vessel,unknown,-4974.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:53:52 PM,31;50;50.661 S,40;20;21.306 E,-4951.57,4960.27,2022-11-27 17:53:52,-31.84740583,40.33925167,,,unknown_vessel,unknown,-4974.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:55:12 PM,31;51;01.462 S,40;19;58.359 E,-4949.2,4957.79,2022-11-27 17:55:12,-31.85040611,40.3328775,,,unknown_vessel,unknown,-4977.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:55:32 PM,31;51;04.220 S,40;19;52.554 E,-4951.1,4959.5,2022-11-27 17:55:32,-31.85117222,40.331265,,,unknown_vessel,unknown,-4977.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:55:42 PM,31;51;05.589 S,40;19;49.594 E,-4951.48,4959.35,2022-11-27 17:55:42,-31.8515525,40.33044278,,,unknown_vessel,unknown,-4977.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:55:52 PM,31;51;06.985 S,40;19;46.715 E,-4949.77,4957.63,2022-11-27 17:55:52,-31.85194028,40.32964306,,,unknown_vessel,unknown,-4977.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:56:02 PM,31;51;08.305 S,40;19;43.749 E,-4949.63,4958.28,2022-11-27 17:56:02,-31.85230694,40.32881917,,,unknown_vessel,unknown,-4978.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:56:12 PM,31;51;09.645 S,40;19;40.799 E,-4951.34,4959.64,2022-11-27 17:56:12,-31.85267917,40.32799972,,,unknown_vessel,unknown,-4978.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:56:22 PM,31;51;11.040 S,40;19;37.899 E,-4948.24,4956.17,2022-11-27 17:56:22,-31.85306667,40.32719417,,,unknown_vessel,unknown,-4978.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:56:32 PM,31;51;12.452 S,40;19;34.980 E,-4949.36,4957.66,2022-11-27 17:56:32,-31.85345889,40.32638333,,,unknown_vessel,unknown,-4978.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:56:42 PM,31;51;13.800 S,40;19;32.034 E,-4948.81,4957.78,2022-11-27 17:56:42,-31.85383333,40.325565,,,unknown_vessel,unknown,-4978.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:56:52 PM,31;51;15.175 S,40;19;29.156 E,-4950.3,4958.21,2022-11-27 17:56:52,-31.85421528,40.32476556,,,unknown_vessel,unknown,-4978.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:57:02 PM,31;51;16.554 S,40;19;26.251 E,-4952.22,4960.56,2022-11-27 17:57:02,-31.85459833,40.32395861,,,unknown_vessel,unknown,-4978.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:57:22 PM,31;51;19.169 S,40;19;20.366 E,-4952.18,4960.71,2022-11-27 17:57:22,-31.85532472,40.32232389,,,unknown_vessel,unknown,-4978.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:57:32 PM,31;51;20.550 S,40;19;17.487 E,-4950.73,4959.57,2022-11-27 17:57:32,-31.85570833,40.32152417,,,unknown_vessel,unknown,-4978.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:57:42 PM,31;51;21.856 S,40;19;14.494 E,-4954.71,4962.24,2022-11-27 17:57:42,-31.85607111,40.32069278,,,unknown_vessel,unknown,-4979.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:58:02 PM,31;51;24.510 S,40;19;08.590 E,-4953.99,4962.35,2022-11-27 17:58:02,-31.85680833,40.31905278,,,unknown_vessel,unknown,-4979.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:58:12 PM,31;51;25.880 S,40;19;05.635 E,-4955.02,4963.42,2022-11-27 17:58:12,-31.85718889,40.31823194,,,unknown_vessel,unknown,-4979.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:58:22 PM,31;51;27.188 S,40;19;02.708 E,-4952.24,4959.91,2022-11-27 17:58:22,-31.85755222,40.31741889,,,unknown_vessel,unknown,-4979.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:58:32 PM,31;51;28.506 S,40;18;59.686 E,-4954.23,4962.44,2022-11-27 17:58:32,-31.85791833,40.31657944,,,unknown_vessel,unknown,-4980.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:58:42 PM,31;51;29.860 S,40;18;56.707 E,-4954.42,4962.31,2022-11-27 17:58:42,-31.85829444,40.31575194,,,unknown_vessel,unknown,-4980.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:58:52 PM,31;51;31.176 S,40;18;53.726 E,-4956.21,4964.04,2022-11-27 17:58:52,-31.85866,40.31492389,,,unknown_vessel,unknown,-4981.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:59:13 PM,31;51;33.803 S,40;18;47.718 E,-4951.02,4959.31,2022-11-27 17:59:13,-31.85938972,40.313255,,,unknown_vessel,unknown,-4981.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:59:33 PM,31;51;36.499 S,40;18;41.841 E,-4951.83,4959.6,2022-11-27 17:59:33,-31.86013861,40.3116225,,,unknown_vessel,unknown,-4982.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,5:59:43 PM,31;51;37.868 S,40;18;38.913 E,-4953.99,4961.53,2022-11-27 17:59:43,-31.86051889,40.31080917,,,unknown_vessel,unknown,-4982.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,6:00:03 PM,31;51;40.460 S,40;18;33.105 E,-4952.32,4960.35,2022-11-27 18:00:03,-31.86123889,40.30919583,,,unknown_vessel,unknown,-4982.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,6:00:13 PM,31;51;41.822 S,40;18;30.210 E,-4954.36,4962.3,2022-11-27 18:00:13,-31.86161722,40.30839167,,,unknown_vessel,unknown,-4982.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,6:00:33 PM,31;51;44.461 S,40;18;24.401 E,-4952.72,4960.71,2022-11-27 18:00:33,-31.86235028,40.30677806,,,unknown_vessel,unknown,-4982.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,6:01:13 PM,31;51;49.917 S,40;18;12.710 E,-4956.26,4964.17,2022-11-27 18:01:13,-31.86386583,40.30353056,,,unknown_vessel,unknown,-4983.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,6:01:23 PM,31;51;51.281 S,40;18;09.720 E,-4955.78,4964.4,2022-11-27 18:01:23,-31.86424472,40.3027,,,unknown_vessel,unknown,-4983.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,6:02:03 PM,31;51;56.777 S,40;17;58.017 E,-4955.74,4964.27,2022-11-27 18:02:03,-31.86577139,40.29944917,,,unknown_vessel,unknown,-4983.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,6:02:23 PM,31;51;59.410 S,40;17;52.109 E,-4957.1,4965.64,2022-11-27 18:02:23,-31.86650278,40.29780806,,,unknown_vessel,unknown,-4983.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,6:03:23 PM,31;52;07.197 S,40;17;34.105 E,-4959.03,4967.3,2022-11-27 18:03:23,-31.86866583,40.29280694,,,unknown_vessel,unknown,-4984.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,6:03:43 PM,31;52;09.826 S,40;17;28.165 E,-4955.25,4964.36,2022-11-27 18:03:43,-31.86939611,40.29115694,,,unknown_vessel,unknown,-4984.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,6:04:24 PM,31;52;15.012 S,40;17;16.269 E,-4956.28,4964.42,2022-11-27 18:04:24,-31.87083667,40.2878525,,,unknown_vessel,unknown,-4984.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,6:04:34 PM,31;52;16.384 S,40;17;13.354 E,-4956.35,4964.83,2022-11-27 18:04:34,-31.87121778,40.28704278,,,unknown_vessel,unknown,-4983.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,6:04:54 PM,31;52;19.004 S,40;17;07.381 E,-4956.61,4965.23,2022-11-27 18:04:54,-31.87194556,40.28538361,,,unknown_vessel,unknown,-4983.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,6:05:04 PM,31;52;20.262 S,40;17;04.391 E,-4956.44,4964.32,2022-11-27 18:05:04,-31.872295,40.28455306,,,unknown_vessel,unknown,-4983.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,6:05:14 PM,31;52;21.622 S,40;17;01.479 E,-4956.15,4964.35,2022-11-27 18:05:14,-31.87267278,40.28374417,,,unknown_vessel,unknown,-4983.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,6:06:04 PM,31;52;28.035 S,40;16;46.766 E,-4959.92,4967.84,2022-11-27 18:06:04,-31.87445417,40.27965722,,,unknown_vessel,unknown,-4982.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,6:06:14 PM,31;52;29.377 S,40;16;43.778 E,-4960.67,4968.86,2022-11-27 18:06:14,-31.87482694,40.27882722,,,unknown_vessel,unknown,-4981.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,6:06:34 PM,31;52;32.038 S,40;16;37.813 E,-4958.05,4966.72,2022-11-27 18:06:34,-31.87556611,40.27717028,,,unknown_vessel,unknown,-4981.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,6:06:44 PM,31;52;33.366 S,40;16;34.825 E,-4958.82,4967.18,2022-11-27 18:06:44,-31.875935,40.27634028,,,unknown_vessel,unknown,-4981.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,6:06:54 PM,31;52;34.729 S,40;16;31.867 E,-4962.4,4970.22,2022-11-27 18:06:54,-31.87631361,40.27551861,,,unknown_vessel,unknown,-4981.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,6:07:04 PM,31;52;36.090 S,40;16;28.885 E,-4961.08,4969.16,2022-11-27 18:07:04,-31.87669167,40.27469028,,,unknown_vessel,unknown,-4981.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,6:07:14 PM,31;52;37.405 S,40;16;25.892 E,-4961.04,4968.23,2022-11-27 18:07:14,-31.87705694,40.27385889,,,unknown_vessel,unknown,-4981.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,6:07:24 PM,31;52;38.761 S,40;16;22.931 E,-4961.21,4970.06,2022-11-27 18:07:24,-31.87743361,40.27303639,,,unknown_vessel,unknown,-4981.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,6:07:34 PM,31;52;40.077 S,40;16;19.968 E,-4962.23,4970.76,2022-11-27 18:07:34,-31.87779917,40.27221333,,,unknown_vessel,unknown,-4981.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,6:29:48 PM,31;55;31.117 S,40;09;46.066 E,-4965.18,4973.19,2022-11-27 18:29:48,-31.92531028,40.16279611,,,unknown_vessel,unknown,-4988.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,6:30:28 PM,31;55;36.368 S,40;09;34.346 E,-4968.55,4975.67,2022-11-27 18:30:28,-31.92676889,40.15954056,,,unknown_vessel,unknown,-4986.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,6:30:58 PM,31;55;40.471 S,40;09;25.653 E,-4965.92,4974.29,2022-11-27 18:30:58,-31.92790861,40.15712583,,,unknown_vessel,unknown,-4985.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,6:31:08 PM,31;55;41.856 S,40;09;22.755 E,-4968.23,4976.23,2022-11-27 18:31:08,-31.92829333,40.15632083,,,unknown_vessel,unknown,-4985.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,6:31:28 PM,31;55;44.602 S,40;09;17.029 E,-4970.23,4978.01,2022-11-27 18:31:28,-31.92905611,40.15473028,,,unknown_vessel,unknown,-4985.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,6:31:49 PM,31;55;47.267 S,40;09;11.111 E,-4966.87,4975.06,2022-11-27 18:31:49,-31.92979639,40.15308639,,,unknown_vessel,unknown,-4986.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,6:32:19 PM,31;55;51.262 S,40;09;02.266 E,-4966.14,4974.5,2022-11-27 18:32:19,-31.93090611,40.15062944,,,unknown_vessel,unknown,-4986.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,6:32:39 PM,31;55;53.908 S,40;08;56.411 E,-4967.62,4976.35,2022-11-27 18:32:39,-31.93164111,40.14900306,,,unknown_vessel,unknown,-4985.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,6:33:09 PM,31;55;57.819 S,40;08;47.575 E,-4970.09,4978.59,2022-11-27 18:33:09,-31.9327275,40.14654861,,,unknown_vessel,unknown,-4985.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,6:33:19 PM,31;55;59.125 S,40;08;44.638 E,-4969.16,4977.35,2022-11-27 18:33:19,-31.93309028,40.14573278,,,unknown_vessel,unknown,-4985.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,6:33:59 PM,31;56;04.501 S,40;08;32.811 E,-4970.34,4979.47,2022-11-27 18:33:59,-31.93458361,40.1424475,,,unknown_vessel,unknown,-4987.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,6:34:09 PM,31;56;05.853 S,40;08;29.856 E,-4970.54,4979.55,2022-11-27 18:34:09,-31.93495917,40.14162667,,,unknown_vessel,unknown,-4987.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,6:34:29 PM,31;56;08.535 S,40;08;23.878 E,-4968.76,4976.89,2022-11-27 18:34:29,-31.93570417,40.13996611,,,unknown_vessel,unknown,-4987.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,6:34:39 PM,31;56;09.896 S,40;08;20.940 E,-4969.29,4977.82,2022-11-27 18:34:39,-31.93608222,40.13915,,,unknown_vessel,unknown,-4987.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,6:34:49 PM,31;56;11.258 S,40;08;17.943 E,-4969.48,4977.81,2022-11-27 18:34:49,-31.93646056,40.1383175,,,unknown_vessel,unknown,-4987.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,6:34:59 PM,31;56;12.635 S,40;08;15.004 E,-4974.14,4982.72,2022-11-27 18:34:59,-31.93684306,40.13750111,,,unknown_vessel,unknown,-4987.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,6:35:09 PM,31;56;13.965 S,40;08;11.992 E,-4966.23,4974.83,2022-11-27 18:35:09,-31.9372125,40.13666444,,,unknown_vessel,unknown,-4987.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,6:35:19 PM,31;56;15.367 S,40;08;09.038 E,-4970.81,4978.67,2022-11-27 18:35:19,-31.93760194,40.13584389,,,unknown_vessel,unknown,-4989.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,6:35:29 PM,31;56;16.705 S,40;08;06.055 E,-4966.29,4974.14,2022-11-27 18:35:29,-31.93797361,40.13501528,,,unknown_vessel,unknown,-4989.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,6:35:59 PM,31;56;20.715 S,40;07;57.166 E,-4966.97,4974.98,2022-11-27 18:35:59,-31.9390875,40.13254611,,,unknown_vessel,unknown,-4988.0,True,40.0,unknown_vessel_T009,False,
EA600-18kHz,11/27/22,6:36:19 PM,31;56;23.425 S,40;07;51.265 E,-4961.61,4970.38,2022-11-27 18:36:19,-31.93984028,40.13090694,,,unknown_vessel,unknown,-4988.0,True,40.0,unknown_vessel_T009,False,
